,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,h_win,a_win,h_totfd,a_totfd,h_totyds,a_totyds,h_pyds,a_pyds,h_ryds,a_ryds,h_pen,a_pen,h_penyds,a_penyds,h_trnovr,a_trnovr,h_pt,a_pt,h_ptyds,a_ptyds,h_ptavg,a_ptavg,h_top,a_top,net_win,net_totfd,net_totyds,net_pyds,net_ryds,net_pen,net_penyds,net_trnovr,net_pt,net_ptyds,net_ptavg,net_top
80,reg,2017101503,MIN,GB,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101503/2017101503_gtd.json,23,10,1,0,24,14,351,227,239,155,112,72,7,8,65,92,2,3,4,6,155,263,37,45,32.15,27.85,1,10,124,84,40,-1,-27,-1,-2,-108,-8,4.299999999999997
81,reg,2017101504,NO,DET,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101504/2017101504_gtd.json,52,38,1,0,19,18,379,347,186,281,193,66,13,7,118,46,3,5,7,5,344,243,31,47,32.18333333333333,27.816666666666666,1,1,32,-95,127,6,72,-2,2,101,-16,4.366666666666664
82,reg,2017101500,ATL,MIA,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101500/2017101500_gtd.json,17,20,0,1,19,20,339,289,239,151,100,138,6,4,73,42,1,1,3,2,118,80,37,30,25.6,34.4,-1,-1,50,88,-38,2,31,0,1,38,7,-8.799999999999997
83,reg,2017101505,NYJ,NE,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101505/2017101505_gtd.json,17,24,0,1,23,23,408,375,334,257,74,118,6,6,69,45,3,2,4,4,187,160,42,41,33.666666666666664,26.33333333333333,-1,0,33,77,-44,0,24,1,0,27,1,7.333333333333336
84,reg,2017101506,WAS,SF,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101506/2017101506_gtd.json,26,24,1,0,25,21,419,335,325,250,94,85,5,7,43,40,2,1,4,6,181,254,31,41,36.86666666666667,23.13333333333333,1,4,84,75,9,-2,3,1,-2,-73,-10,13.733333333333338
85,reg,2017101507,ARI,TB,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101507/2017101507_gtd.json,38,33,1,0,23,21,432,414,272,346,160,68,7,9,61,49,2,2,2,4,93,154,42,39,32.38333333333333,27.61666666666667,1,2,18,-74,92,-2,12,0,-2,-61,3,4.766666666666662
86,reg,2017101508,JAX,LA,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101508/2017101508_gtd.json,17,27,0,1,19,12,389,249,220,107,169,142,5,7,40,70,1,1,8,7,274,322,29,43,31.98333333333333,28.016666666666666,-1,7,140,113,27,-2,-30,0,1,-48,-14,3.966666666666665
87,reg,2017101509,KC,PIT,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101509/2017101509_gtd.json,13,19,0,1,12,23,251,439,223,245,28,194,7,6,48,57,0,1,4,5,190,207,48,30,23.35,36.65,-1,-11,-188,-22,-166,1,-9,-1,-1,-17,18,-13.299999999999997
88,reg,2017101510,OAK,LAC,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101510/2017101510_gtd.json,16,17,0,1,15,20,274,343,165,263,109,80,5,4,40,32,2,1,4,4,226,223,55,46,27.95,32.05,-1,-5,-69,-98,29,1,8,1,0,3,9,-4.099999999999998
89,reg,2017101511,DEN,NYG,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101511/2017101511_gtd.json,10,23,0,1,20,12,412,266,366,118,46,148,5,5,46,77,3,0,3,6,153,299,44,46,29.4,30.6,-1,8,146,248,-102,0,-31,3,-3,-146,-2,-1.2000000000000028
90,reg,2017101600,TEN,IND,6,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101600/2017101600_gtd.json,36,22,1,0,25,18,473,297,305,212,168,85,4,5,45,51,1,1,1,3,44,160,44,48,35.88333333333333,24.11666666666667,1,7,176,93,83,-1,-6,0,-2,-116,-4,11.766666666666662
91,reg,2017101900,OAK,KC,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017101900/2017101900_gtd.json,31,30,1,0,32,19,505,425,417,331,88,94,10,8,97,108,0,0,3,3,146,137,44,46,29.4,30.6,1,13,80,86,-6,2,-11,0,0,9,-2,-1.2000000000000028
92,reg,2017102200,BUF,TB,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102200/2017102200_gtd.json,30,27,1,0,23,27,434,447,261,378,173,69,4,5,35,55,1,3,2,2,101,77,51,19,26.83333333333333,33.166666666666664,1,-4,-13,-117,104,-1,-20,-2,0,24,32,-6.333333333333336
93,reg,2017102207,MIN,BAL,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102207/2017102207_gtd.json,24,16,1,0,17,16,357,208,188,144,169,64,4,3,47,15,1,0,2,6,92,289,46,34,32.016666666666666,27.98333333333333,1,1,149,44,105,1,32,1,-4,-197,12,4.033333333333335
94,reg,2017102206,MIA,NYJ,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102206/2017102206_gtd.json,31,28,1,0,25,16,357,272,304,180,53,92,9,12,76,124,2,2,6,7,267,321,41,41,31.966666666666665,28.03333333333333,1,9,85,124,-39,-3,-48,0,-1,-54,0,3.9333333333333336
95,reg,2017102205,LA,ARI,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102205/2017102205_gtd.json,33,0,1,0,28,10,425,193,228,168,197,25,6,10,45,65,1,2,2,6,119,263,55,32,39.016666666666666,20.983333333333334,1,18,232,60,172,-4,-20,-1,-4,-144,23,18.03333333333333
96,reg,2017102204,IND,JAX,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102204/2017102204_gtd.json,0,27,0,1,15,23,232,518,136,330,96,188,5,4,55,34,0,2,7,2,314,107,45,54,27.216666666666665,32.78333333333333,-1,-8,-286,-194,-92,1,21,-2,5,207,-9,-5.566666666666666
97,reg,2017102203,GB,NO,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102203/2017102203_gtd.json,17,26,0,1,16,25,260,485,79,324,181,161,8,7,54,80,1,2,5,2,238,78,46,39,23.066666666666666,36.93333333333333,-1,-9,-225,-245,20,1,-26,-1,3,160,7,-13.866666666666664
98,reg,2017102201,CHI,CAR,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102201/2017102201_gtd.json,17,3,1,0,5,20,153,293,85,185,68,108,5,4,40,35,0,3,6,5,296,263,47,46,21.416666666666668,38.583333333333336,1,-15,-140,-100,-40,1,5,-3,1,33,1,-17.166666666666668
99,reg,2017102202,CLE,TEN,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102202/2017102202_gtd.json,9,12,0,1,19,16,284,269,218,189,66,80,12,5,81,35,3,1,4,4,178,208,40,44,32.7,37.3,-1,3,15,29,-14,7,46,2,0,-30,-4,-4.599999999999994
100,reg,2017102209,SF,DAL,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102209/2017102209_gtd.json,10,40,0,1,23,27,290,501,187,236,103,265,2,5,22,36,3,0,4,3,180,142,45,44,27.16666666666667,32.833333333333336,-1,-4,-211,-49,-162,-3,-14,3,1,38,1,-5.666666666666664
101,reg,2017102210,LAC,DEN,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102210/2017102210_gtd.json,21,0,1,0,14,12,242,251,162,182,80,69,9,10,81,68,0,3,8,8,413,349,45,33,28.93333333333333,31.066666666666666,1,2,-9,-20,11,-1,13,-3,0,64,12,-2.1333333333333364
102,reg,2017102208,PIT,CIN,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102208/2017102208_gtd.json,29,14,1,0,21,11,420,179,268,108,152,71,1,5,5,54,0,2,2,5,90,250,36,49,35.25,24.75,1,10,241,160,81,-4,-49,-2,-3,-160,-13,10.5
103,reg,2017102211,NYG,SEA,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102211/2017102211_gtd.json,7,24,0,1,14,26,177,425,131,321,46,104,7,15,28,110,1,1,7,5,304,190,38,38,24.566666666666666,35.43333333333333,-1,-12,-248,-190,-58,-8,-82,0,2,114,0,-10.866666666666664
104,reg,2017102212,NE,ATL,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102212/2017102212_gtd.json,23,7,1,0,25,21,403,343,241,223,162,120,8,6,65,40,0,0,2,2,100,84,40,43,34.083333333333336,25.91666666666667,1,4,60,18,42,2,25,0,0,16,-3,8.166666666666664
105,reg,2017102300,PHI,WAS,7,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102300/2017102300_gtd.json,34,24,1,0,23,19,371,344,244,269,127,75,9,5,55,55,1,1,3,5,153,239,43,39,29.75,30.25,1,4,27,-25,52,4,0,0,-2,-86,4,-0.5
106,reg,2017102600,BAL,MIA,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102600/2017102600_gtd.json,40,0,1,0,19,13,295,196,121,151,174,45,5,7,40,43,0,2,5,8,225,328,44,40,31.23333333333333,28.766666666666666,1,6,99,-30,129,-2,-3,-2,-3,-103,4,2.466666666666665
107,reg,2017102900,CLE,MIN,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102900/2017102900_gtd.json,16,33,0,1,16,26,276,375,161,287,115,88,5,5,74,58,2,1,6,6,279,221,44,35,22.13333333333333,37.86666666666667,-1,-10,-99,-126,27,0,16,1,0,58,9,-15.733333333333338
108,reg,2017102905,NYJ,ATL,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102905/2017102905_gtd.json,20,25,0,1,15,18,279,386,236,246,43,140,6,6,50,68,1,2,5,5,262,214,46,42,31.68333333333333,28.316666666666666,-1,-3,-107,-10,-97,0,-18,-1,0,48,4,3.3666666666666636
109,reg,2017102907,TB,CAR,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102907/2017102907_gtd.json,3,17,0,1,16,14,279,254,194,154,85,100,6,5,55,51,3,1,6,7,274,353,42,47,27.816666666666666,32.18333333333333,-1,2,25,40,-15,1,4,2,-1,-79,-5,-4.366666666666664
110,reg,2017102906,PHI,SF,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102906/2017102906_gtd.json,33,10,1,0,19,14,304,238,192,144,112,94,4,6,35,69,1,2,6,8,275,364,41,41,32.95,27.05,1,5,66,48,18,-2,-34,-1,-2,-89,0,5.900000000000002
111,reg,2017102904,NO,CHI,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102904/2017102904_gtd.json,20,12,1,0,19,17,387,307,286,150,101,157,7,4,51,31,2,1,4,5,204,270,46,46,31.38333333333333,28.61666666666667,1,2,80,136,-56,3,20,1,-1,-66,0,2.7666666666666586
112,reg,2017102903,NE,LAC,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102903/2017102903_gtd.json,21,13,1,0,27,16,414,349,317,192,97,157,6,10,80,77,0,1,3,5,130,225,46,40,36.98333333333333,23.016666666666666,1,11,65,125,-60,-4,3,-1,-2,-95,6,13.966666666666661
113,reg,2017102901,BUF,OAK,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102901/2017102901_gtd.json,34,14,1,0,17,23,331,367,165,313,166,54,11,6,95,50,0,4,5,4,226,153,43,34,35.61666666666667,24.38333333333333,1,-6,-36,-148,112,5,45,-4,1,73,9,11.233333333333338
114,reg,2017102902,CIN,IND,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102902/2017102902_gtd.json,24,23,1,0,17,19,276,331,218,216,58,115,5,7,54,45,2,1,4,5,197,183,34,26,26.78333333333333,33.21666666666667,1,-2,-55,2,-57,-2,9,1,-1,14,8,-6.433333333333337
115,reg,2017102908,SEA,HOU,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102908/2017102908_gtd.json,41,38,1,0,21,25,479,509,446,367,33,142,10,8,120,93,1,3,5,5,237,265,42,51,29.63333333333333,30.36666666666667,1,-4,-30,79,-109,2,27,-2,0,-28,-9,-0.7333333333333414
116,reg,2017102909,WAS,DAL,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102909/2017102909_gtd.json,19,33,0,1,16,18,285,307,236,138,49,169,5,8,32,89,3,1,3,3,140,137,40,46,26.68333333333333,33.31666666666667,-1,-2,-22,98,-120,-3,-57,2,0,3,-6,-6.63333333333334
117,reg,2017102910,DET,PIT,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102910/2017102910_gtd.json,15,20,0,1,21,17,482,392,411,317,71,75,6,5,57,37,1,2,3,4,119,188,40,42,31.61666666666667,28.38333333333333,-1,4,90,94,-4,1,20,-1,-1,-69,-2,3.2333333333333414
118,reg,2017103000,KC,DEN,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017103000/2017103000_gtd.json,29,19,1,0,16,23,276,364,197,187,79,177,7,7,69,53,2,5,5,4,209,162,41,41,28.61666666666667,31.38333333333333,1,-7,-88,10,-98,0,16,-3,1,47,0,-2.7666666666666586
119,reg,2017110200,NYJ,BUF,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110200/2017110200_gtd.json,34,21,1,0,21,20,331,307,137,244,194,63,10,11,66,99,0,3,5,6,208,278,38,44,33.5,26.5,1,1,24,-107,131,-1,-33,-3,-1,-70,-6,7.0
120,reg,2017110501,HOU,IND,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110501/2017110501_gtd.json,14,20,0,1,19,17,288,371,194,279,94,92,7,6,74,68,1,1,8,6,390,249,43,41,29.016666666666666,30.98333333333333,-1,2,-83,-85,2,1,6,0,2,141,2,-1.966666666666665
121,reg,2017110502,JAX,CIN,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110502/2017110502_gtd.json,23,7,1,0,26,8,407,148,259,119,148,29,5,8,50,78,1,0,2,7,94,336,37,35,40.23333333333333,19.766666666666666,1,18,259,140,119,-3,-28,1,-5,-242,2,20.46666666666666
122,reg,2017110503,NO,TB,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110503/2017110503_gtd.json,30,10,1,0,21,14,407,200,256,113,151,87,4,7,28,50,2,1,2,7,91,239,46,31,32.3,27.7,1,7,207,143,64,-3,-22,1,-5,-148,15,4.599999999999998
123,reg,2017110504,NYG,LA,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110504/2017110504_gtd.json,17,51,0,1,17,20,319,473,208,311,111,162,4,6,52,55,3,0,5,2,213,75,23,38,29.5,30.5,-1,-3,-154,-103,-51,-2,-3,3,3,138,-15,-1.0
124,reg,2017110500,CAR,ATL,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110500/2017110500_gtd.json,20,17,1,0,20,17,330,355,129,302,201,53,5,8,29,70,2,1,5,4,249,196,47,49,32.86666666666667,27.13333333333333,1,3,-25,-173,148,-3,-41,1,1,53,-2,5.733333333333338
125,reg,2017110505,PHI,DEN,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110505/2017110505_gtd.json,51,23,1,0,25,14,419,226,222,191,197,35,5,14,35,105,1,2,2,6,108,302,32,47,29.9,30.1,1,11,193,31,162,-9,-70,-1,-4,-194,-15,-0.20000000000000284
126,reg,2017110506,TEN,BAL,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110506/2017110506_gtd.json,23,20,1,0,14,24,257,341,186,268,71,73,3,6,39,39,1,2,5,4,256,180,47,40,27.63333333333333,32.36666666666667,1,-10,-84,-82,-2,-3,0,-1,1,76,7,-4.733333333333338
127,reg,2017110507,SF,ARI,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110507/2017110507_gtd.json,10,20,0,1,17,20,329,368,266,201,63,167,8,2,53,25,2,2,8,6,352,270,42,43,23.63333333333333,36.36666666666667,-1,-3,-39,65,-104,6,28,0,2,82,-1,-12.733333333333338
128,reg,2017110508,SEA,WAS,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110508/2017110508_gtd.json,14,17,0,1,22,16,437,244,289,193,148,51,16,7,138,62,2,1,6,8,263,320,39,34,32.31666666666667,27.68333333333333,-1,6,193,96,97,9,76,1,-2,-57,5,4.63333333333334
129,reg,2017110509,DAL,KC,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110509/2017110509_gtd.json,28,17,1,0,24,17,375,323,244,255,131,68,5,8,65,52,0,1,5,5,195,231,39,42,31.28333333333333,28.716666666666665,1,7,52,-11,63,-3,13,-1,0,-36,-3,2.5666666666666664
130,reg,2017110510,MIA,OAK,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110510/2017110510_gtd.json,24,27,0,1,23,20,395,379,309,295,86,84,11,10,107,105,1,2,5,3,221,140,40,45,29.066666666666666,30.93333333333333,-1,3,16,14,2,1,2,-1,2,81,-5,-1.8666666666666636
131,reg,2017110600,GB,DET,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110600/2017110600_gtd.json,17,30,0,1,21,24,311,417,233,353,78,64,2,2,20,19,0,1,3,0,128,0,40,0,23.08333333333333,36.91666666666666,-1,-3,-106,-120,14,0,1,-1,3,128,40,-13.833333333333329
132,reg,2017110900,ARI,SEA,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110900/2017110900_gtd.json,16,22,0,1,24,14,290,287,256,212,34,75,9,12,58,108,1,0,5,8,230,398,38,42,29.11666666666667,30.88333333333333,-1,10,3,44,-41,-3,-50,1,-3,-168,-4,-1.7666666666666586
133,reg,2017111201,CHI,GB,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111201/2017111201_gtd.json,16,23,0,1,14,18,323,342,268,182,55,160,8,5,78,35,1,0,5,4,241,160,40,38,26.11666666666667,33.88333333333333,-1,-4,-19,86,-105,3,43,1,1,81,2,-7.766666666666662
134,reg,2017111202,DET,CLE,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111202/2017111202_gtd.json,38,24,1,0,16,26,345,413,241,212,104,201,7,7,81,60,1,2,4,5,176,241,36,37,25.43333333333333,34.56666666666667,1,-10,-68,29,-97,0,21,-1,-1,-65,-1,-9.13333333333334
135,reg,2017111203,IND,PIT,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111203/2017111203_gtd.json,17,20,0,1,13,18,267,316,196,228,71,88,9,9,82,70,1,1,7,6,328,297,46,47,30.03333333333333,29.966666666666665,-1,-5,-49,-32,-17,0,12,0,1,31,-1,0.06666666666666643
136,reg,2017111204,JAX,LAC,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111204/2017111204_gtd.json,20,17,1,0,20,16,398,322,263,235,135,87,9,7,106,77,2,2,9,10,431,485,42,42,35.016666666666666,31.78333333333333,1,4,76,28,48,2,29,0,-1,-54,0,3.2333333333333343
137,reg,2017111200,BUF,NO,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111200/2017111200_gtd.json,10,47,0,1,10,32,198,482,129,184,69,298,8,4,56,41,1,1,6,0,272,0,42,0,18.616666666666667,41.38333333333333,-1,-22,-284,-55,-229,4,15,0,6,272,42,-22.766666666666666
138,reg,2017111205,TB,NYJ,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111205/2017111205_gtd.json,15,10,1,0,17,15,271,275,181,219,90,56,6,8,50,77,1,2,6,7,260,354,37,44,31.9,28.1,1,2,-4,-38,34,-2,-27,-1,-1,-94,-7,3.799999999999997
139,reg,2017111207,WAS,MIN,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111207/2017111207_gtd.json,30,38,0,1,24,21,394,406,313,304,81,102,2,3,15,40,1,2,1,2,52,79,43,40,31.1,28.9,-1,3,-12,9,-21,-1,-25,-1,-1,-27,3,2.200000000000003
140,reg,2017111206,TEN,CIN,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111206/2017111206_gtd.json,24,20,1,0,27,15,416,308,236,255,180,53,5,12,55,84,2,2,6,7,339,351,42,48,40.15,19.85,1,12,108,-19,127,-7,-29,0,-1,-12,-6,20.299999999999997
141,reg,2017111208,LA,HOU,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111208/2017111208_gtd.json,33,7,1,0,19,17,443,283,339,194,104,89,10,8,86,60,0,4,4,6,205,281,42,38,31.516666666666666,28.48333333333333,1,2,160,145,15,2,26,-4,-2,-76,4,3.033333333333335
142,reg,2017111209,ATL,DAL,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111209/2017111209_gtd.json,27,7,1,0,22,18,336,233,204,126,132,107,5,5,35,54,1,2,2,4,85,171,37,38,32.1,27.9,1,4,103,78,25,0,-19,-1,-2,-86,-1,4.200000000000003
143,reg,2017111210,SF,NYG,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111210/2017111210_gtd.json,31,21,1,0,21,19,474,374,288,260,186,114,6,4,44,35,2,1,1,3,45,124,45,34,29.0,31.0,1,2,100,28,72,2,9,1,-2,-79,11,-2.0
144,reg,2017111211,DEN,NE,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111211/2017111211_gtd.json,16,41,0,1,17,28,339,396,221,297,118,99,5,1,28,5,2,0,3,1,95,46,24,46,30.28333333333333,29.716666666666665,-1,-11,-57,-76,19,4,23,2,2,49,-22,0.5666666666666664
145,reg,2017111300,CAR,MIA,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111300/2017111300_gtd.json,45,21,1,0,30,17,548,313,254,213,294,100,6,7,37,57,0,1,2,4,85,167,33,39,35.65,24.35,1,13,235,41,194,-1,-20,-1,-2,-82,-6,11.299999999999997
146,reg,2017111600,PIT,TEN,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111600/2017111600_gtd.json,40,17,1,0,25,17,349,316,284,264,65,52,7,9,61,65,0,4,3,3,152,142,47,40,31.66666666666667,28.33333333333333,1,8,33,20,13,-2,-4,-4,0,10,7,3.333333333333343
147,reg,2017111900,CHI,DET,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111900/2017111900_gtd.json,24,27,0,1,24,20,398,352,176,287,222,65,5,6,64,49,1,1,4,4,186,172,41,40,29.4,30.6,-1,4,46,-111,157,-1,15,0,0,14,1,-1.2000000000000028
148,reg,2017111901,CLE,JAX,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111901/2017111901_gtd.json,7,19,0,1,11,15,184,284,134,145,50,139,0,6,0,40,5,1,8,9,376,354,40,36,23.08333333333333,36.91666666666666,-1,-4,-100,-11,-89,-6,-40,4,-1,22,4,-13.833333333333329
149,reg,2017111902,GB,BAL,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111902/2017111902_gtd.json,0,23,0,1,16,14,265,219,190,161,75,58,5,3,53,30,5,1,5,7,202,290,35,37,29.95,30.05,-1,2,46,29,17,2,23,4,-2,-88,-2,-0.10000000000000142
150,reg,2017111903,HOU,ARI,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111903/2017111903_gtd.json,31,21,1,0,22,17,357,292,223,244,134,48,6,10,42,90,2,2,6,6,281,279,42,45,33.766666666666666,26.23333333333333,1,5,65,-21,86,-4,-48,0,0,2,-3,7.533333333333335
151,reg,2017111911,MIA,TB,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111911/2017111911_gtd.json,20,30,0,1,18,19,448,321,365,268,83,53,17,9,123,82,5,0,2,6,106,249,50,38,28.18333333333333,31.816666666666666,-1,-1,127,97,30,8,41,5,-4,-143,12,-3.6333333333333364
152,reg,2017111904,MIN,LA,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111904/2017111904_gtd.json,24,7,1,0,27,15,451,254,280,209,171,45,7,8,65,60,0,1,3,6,137,254,42,41,37.36666666666667,22.63333333333333,1,12,197,71,126,-1,5,-1,-3,-117,1,14.733333333333338
153,reg,2017111906,NYG,KC,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111906/2017111906_gtd.json,12,9,1,0,20,22,317,363,205,229,112,134,5,9,48,87,1,3,6,5,272,215,43,41,30.83333333333333,37.266666666666666,1,-2,-46,-24,-22,-4,-39,-2,1,57,2,-6.433333333333337
154,reg,2017111905,NO,WAS,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111905/2017111905_gtd.json,34,31,1,0,27,24,535,456,375,300,160,156,7,9,54,67,1,0,3,5,119,248,40,38,30.4,32.18333333333333,1,3,79,75,4,-2,-13,1,-2,-129,2,-1.7833333333333314
155,reg,2017111907,LAC,BUF,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111907/2017111907_gtd.json,54,24,1,0,28,18,429,393,283,220,146,173,1,6,13,48,0,6,2,3,73,120,35,39,36.083333333333336,23.91666666666667,1,10,36,63,-27,-5,-35,-6,-1,-47,-4,12.166666666666664
156,reg,2017111908,DEN,CIN,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111908/2017111908_gtd.json,17,20,0,1,20,12,341,190,229,141,112,49,5,3,50,14,2,0,5,8,222,318,44,32,35.18333333333333,24.816666666666666,-1,8,151,88,63,2,36,2,-3,-96,12,10.366666666666664
157,reg,2017111909,OAK,NE,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111909/2017111909_gtd.json,8,33,0,1,21,25,344,420,235,331,109,89,8,2,66,10,2,0,3,2,137,95,32,48,32.38333333333333,27.61666666666667,-1,-4,-76,-96,20,6,56,2,1,42,-16,4.766666666666662
158,reg,2017111910,DAL,PHI,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111910/2017111910_gtd.json,9,37,0,1,14,17,225,383,113,168,112,215,2,3,10,30,4,0,5,6,234,275,47,43,30.516666666666666,29.48333333333333,-1,-3,-158,-55,-103,-1,-20,4,-1,-41,4,1.033333333333335
159,reg,2017112000,SEA,ATL,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112000/2017112000_gtd.json,31,34,0,1,26,22,360,279,224,190,136,89,9,7,106,69,2,1,1,3,43,116,43,39,29.65,30.35,-1,4,81,34,47,2,37,1,-2,-73,4,-0.7000000000000028
160,reg,2017112300,DET,MIN,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112300/2017112300_gtd.json,23,30,0,1,17,28,289,408,236,272,53,136,8,9,54,74,2,0,4,4,180,171,42,35,25.05,34.95,-1,-11,-119,-36,-83,-1,-20,2,0,9,7,-9.900000000000002
161,reg,2017112301,DAL,LAC,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112301/2017112301_gtd.json,6,28,0,1,14,25,247,515,168,434,79,81,7,5,60,56,2,0,5,0,208,0,42,0,23.91666666666667,36.083333333333336,-1,-11,-268,-266,-2,2,4,2,5,208,42,-12.166666666666664
162,reg,2017112302,WAS,NYG,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112302/2017112302_gtd.json,20,10,1,0,17,7,323,170,201,86,122,84,8,6,55,79,1,1,7,9,308,371,40,39,34.61666666666667,25.38333333333333,1,10,153,115,38,2,-24,0,-2,-63,1,9.233333333333338
163,reg,2017112603,KC,BUF,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112603/2017112603_gtd.json,10,16,0,1,14,17,236,268,181,164,55,104,6,6,50,50,1,0,8,7,390,288,41,41,26.7,33.3,-1,-3,-32,17,-49,0,0,1,1,102,0,-6.599999999999998
164,reg,2017112602,IND,TEN,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112602/2017112602_gtd.json,16,20,0,1,15,19,254,276,165,184,89,92,9,2,67,15,1,2,5,3,235,139,46,46,31.36666666666667,28.63333333333333,-1,-4,-22,-19,-3,7,52,-1,2,96,0,2.7333333333333414
165,reg,2017112601,CIN,CLE,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112601/2017112601_gtd.json,30,16,1,0,23,21,361,405,209,236,152,169,4,7,35,69,0,0,2,3,71,108,29,26,30.53333333333333,29.466666666666665,1,2,-44,-27,-17,-3,-34,0,-1,-37,3,1.0666666666666664
