,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,h_win,a_win,h_totfd,a_totfd,h_totyds,a_totyds,h_pyds,a_pyds,h_ryds,a_ryds,h_pen,a_pen,h_penyds,a_penyds,h_trnovr,a_trnovr,h_pt,a_pt,h_ptyds,a_ptyds,h_ptavg,a_ptavg,h_top,a_top,net_win,net_totfd,net_totyds,net_pyds,net_ryds,net_pen,net_penyds,net_trnovr,net_pt,net_ptyds,net_ptavg,net_top
252,reg,2017123104,MIA,BUF,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123104/2017123104_gtd.json,16,22,0,1,21,23,356,312,263,186,93,126,14,6,145,45,1,0,4,4,186,186,43,39,28.93333333333333,31.066666666666666,-1,-2,44,77,-33,8,100,1,0,0,4,-2.1333333333333364
253,reg,2017123115,SEA,ARI,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123115/2017123115_gtd.json,24,26,0,1,13,19,296,259,195,143,101,116,8,4,100,25,0,1,8,6,348,319,39,40,27.73333333333333,32.266666666666666,-1,-6,37,52,-15,4,75,-1,2,29,-1,-4.533333333333335
254,reg,2017123100,ATL,CAR,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123100/2017123100_gtd.json,22,10,1,0,20,15,371,248,311,161,60,87,7,5,60,35,0,3,5,7,233,329,44,44,34.7,25.3,1,5,123,150,-27,2,25,-3,-2,-96,0,9.400000000000002
255,reg,2017123101,BAL,CIN,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123101/2017123101_gtd.json,27,31,0,1,19,22,312,359,194,213,118,146,5,6,47,60,1,1,8,8,333,342,39,38,31.35,28.65,-1,-3,-47,-19,-28,-1,-13,0,0,-9,1,2.700000000000003
256,reg,2018090600,PHI,ATL,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090600/2018090600_gtd.json,18,12,1,0,18,16,232,299,119,225,113,74,11,15,101,135,2,1,6,6,313,286,47,43,32.166666666666664,27.83333333333333,1,2,-67,-106,39,-4,-34,1,0,27,4,4.333333333333336
257,reg,2018090900,BAL,BUF,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090900/2018090900_gtd.json,47,3,1,0,26,10,369,153,252,70,117,83,9,10,78,100,1,2,5,8,257,397,48,43,35.23333333333333,24.766666666666666,1,16,216,182,34,-1,-22,-1,-3,-140,5,10.466666666666661
258,reg,2018090907,NYG,JAX,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090907/2018090907_gtd.json,15,20,0,1,15,17,324,305,210,168,114,137,6,11,43,119,2,1,5,7,247,264,43,37,30.48333333333333,29.516666666666666,-1,-2,19,42,-23,-5,-76,1,-2,-17,6,0.966666666666665
259,reg,2018090906,NO,TB,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090906/2018090906_gtd.json,40,48,0,1,26,26,475,529,432,417,43,112,8,7,77,70,2,0,3,1,156,42,46,42,27.85,32.15,-1,0,-54,15,-69,1,7,2,2,114,4,-4.299999999999997
260,reg,2018090905,NE,HOU,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090905/2018090905_gtd.json,27,20,1,0,23,21,389,325,267,158,122,167,6,6,36,44,3,2,6,6,281,230,44,38,31.16666666666667,28.83333333333333,1,2,64,109,-45,0,-8,1,0,51,6,2.333333333333343
261,reg,2018090904,MIN,SF,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090904/2018090904_gtd.json,24,16,1,0,19,20,343,327,227,237,116,90,7,3,52,21,1,4,6,4,230,174,36,42,31.15,28.85,1,-1,16,-10,26,4,31,-3,2,56,-6,2.299999999999997
262,reg,2018090903,MIA,TEN,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090903/2018090903_gtd.json,27,20,1,0,18,19,342,336,222,220,120,116,7,5,51,48,2,3,4,4,215,179,33,45,30.41666666666667,29.58333333333333,1,-1,6,2,4,2,3,-1,0,36,-12,0.8333333333333428
263,reg,2018090902,IND,CIN,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090902/2018090902_gtd.json,23,34,0,1,24,19,380,330,305,229,75,101,7,8,91,94,2,2,2,2,95,96,48,48,32.8,27.2,-1,5,50,76,-26,-1,-3,0,0,-1,0,5.599999999999998
264,reg,2018090901,CLE,PIT,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090901/2018090901_gtd.json,21,21,0,0,22,25,327,472,150,313,177,159,11,12,87,116,1,6,12,7,522,275,37,37,34.8,35.2,0,-3,-145,-163,18,-1,-29,-5,5,247,0,-0.4000000000000057
265,reg,2018090908,LAC,KC,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090908/2018090908_gtd.json,28,38,0,1,33,19,541,362,418,256,123,106,7,6,45,50,2,0,3,5,144,256,16,52,34.43333333333333,25.566666666666666,-1,14,179,162,17,1,-5,2,-2,-112,-36,8.866666666666664
266,reg,2018090911,DEN,SEA,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090911/2018090911_gtd.json,27,24,1,0,25,13,470,306,324,242,146,64,7,7,60,45,3,3,6,6,267,354,43,58,35.13333333333333,24.86666666666667,1,12,164,82,82,0,15,0,0,-87,-15,10.266666666666662
267,reg,2018090910,CAR,DAL,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090910/2018090910_gtd.json,16,8,1,0,20,17,293,232,146,138,147,94,9,10,80,85,1,1,6,6,287,293,42,39,30.6,29.4,1,3,61,8,53,-1,-5,0,0,-6,3,1.2000000000000028
268,reg,2018090909,ARI,WAS,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090909/2018090909_gtd.json,6,24,0,1,14,30,213,429,145,247,68,182,9,9,67,63,2,1,5,4,263,186,46,36,21.86666666666667,38.13333333333333,-1,-16,-216,-102,-114,0,4,1,1,77,10,-16.266666666666662
269,reg,2018090912,GB,CHI,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018090912/2018090912_gtd.json,24,23,1,0,16,18,370,294,301,155,69,139,8,5,72,35,2,1,4,4,192,201,37,46,26.63333333333333,33.36666666666667,1,-2,76,146,-70,3,37,1,0,-9,-9,-6.733333333333338
270,reg,2018091000,DET,NYJ,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091000/2018091000_gtd.json,17,48,0,1,20,18,339,349,300,180,39,169,3,7,15,49,5,2,3,3,152,112,5,37,26.88333333333333,33.11666666666667,-1,2,-10,120,-130,-4,-34,3,0,40,-32,-6.233333333333338
271,reg,2018091001,OAK,LA,1,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091001/2018091001_gtd.json,13,33,0,1,20,23,395,365,300,225,95,140,11,8,155,70,3,0,4,2,178,117,42,54,31.516666666666666,28.48333333333333,-1,-3,30,75,-45,3,85,3,2,61,-12,3.033333333333335
272,reg,2018091300,CIN,BAL,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091300/2018091300_gtd.json,34,23,1,0,24,28,373,425,265,359,108,66,9,7,92,51,0,3,6,3,241,169,41,42,31.83333333333333,28.16666666666667,1,-4,-52,-94,42,2,41,-3,3,72,-1,3.666666666666657
273,reg,2018091600,ATL,CAR,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091600/2018091600_gtd.json,31,24,1,0,23,27,442,439,272,318,170,121,2,7,26,49,1,1,4,4,179,191,38,47,29.7,30.3,1,-4,3,-46,49,-5,-23,0,0,-12,-9,-0.6000000000000014
274,reg,2018091608,WAS,IND,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091608/2018091608_gtd.json,9,21,0,1,20,17,334,281,269,177,65,104,7,6,90,26,1,2,5,5,182,235,36,42,33.333333333333336,26.66666666666667,-1,3,53,92,-39,1,64,-1,0,-53,-6,6.666666666666664
275,reg,2018091607,TEN,HOU,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091607/2018091607_gtd.json,20,17,1,0,15,21,283,437,183,289,100,148,8,11,70,88,0,1,5,4,261,164,47,36,30.36666666666667,29.63333333333333,1,-6,-154,-106,-48,-3,-18,-1,1,97,11,0.7333333333333414
276,reg,2018091606,TB,PHI,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091606/2018091606_gtd.json,27,21,1,0,18,24,436,412,393,321,43,91,4,6,44,55,2,2,6,5,260,280,41,46,24.35,35.65,1,-6,24,72,-48,-2,-11,0,1,-20,-5,-11.299999999999997
277,reg,2018091605,PIT,KC,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091605/2018091605_gtd.json,37,42,0,1,33,24,475,449,442,322,33,127,12,12,90,76,0,1,5,2,226,100,32,47,32.18333333333333,27.816666666666666,-1,9,26,120,-94,0,14,-1,3,126,-15,4.366666666666664
278,reg,2018091604,NYJ,MIA,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091604/2018091604_gtd.json,12,20,0,1,21,18,362,257,320,122,42,135,7,2,50,10,3,2,5,6,263,295,43,49,31.58333333333333,28.41666666666667,-1,3,105,198,-93,5,40,1,-1,-32,-6,3.166666666666657
279,reg,2018091601,BUF,LAC,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091601/2018091601_gtd.json,20,31,0,1,17,21,293,349,209,240,84,109,6,6,31,45,2,0,5,5,223,233,37,41,26.966666666666665,33.03333333333333,-1,-4,-56,-31,-25,0,-14,2,0,-10,-4,-6.066666666666666
280,reg,2018091602,GB,MIN,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091602/2018091602_gtd.json,29,29,0,0,24,24,351,480,253,412,98,68,7,8,54,70,0,1,5,5,259,204,45,31,38.13333333333333,31.86666666666667,0,0,-129,-159,30,-1,-16,-1,0,55,14,6.266666666666662
281,reg,2018091603,NO,CLE,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091603/2018091603_gtd.json,21,18,1,0,18,16,275,327,213,234,62,93,4,4,53,43,2,1,4,3,179,118,45,39,32.68333333333333,27.316666666666666,1,2,-52,-21,-31,0,10,1,1,61,6,5.366666666666664
282,reg,2018091610,SF,DET,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091610/2018091610_gtd.json,30,27,1,0,23,25,346,427,156,329,190,98,9,10,86,105,0,1,5,5,227,211,43,39,29.566666666666666,30.43333333333333,1,-2,-81,-173,92,-1,-19,-1,0,16,4,-0.8666666666666636
283,reg,2018091609,LA,ARI,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091609/2018091609_gtd.json,34,0,1,0,24,5,432,137,342,83,90,54,5,9,49,47,1,1,2,8,102,403,41,34,34.13333333333333,25.86666666666667,1,19,295,259,36,-4,2,0,-6,-301,7,8.266666666666662
284,reg,2018091612,JAX,NE,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091612/2018091612_gtd.json,31,20,1,0,27,18,480,302,376,220,104,82,7,2,71,25,2,1,3,4,106,222,35,45,30.766666666666666,29.23333333333333,1,9,178,156,22,5,46,1,-1,-116,-10,1.533333333333335
285,reg,2018091611,DEN,OAK,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091611/2018091611_gtd.json,20,19,1,0,20,21,385,373,217,281,168,92,6,4,35,30,1,0,4,4,204,189,44,42,27.066666666666666,32.93333333333333,1,-1,12,-64,76,2,5,1,0,15,2,-5.866666666666664
286,reg,2018091613,DAL,NYG,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091613/2018091613_gtd.json,20,13,1,0,16,17,298,255,160,220,138,35,6,3,47,24,0,1,4,6,173,260,40,40,27.8,32.2,1,-1,43,-60,103,3,23,-1,-2,-87,0,-4.400000000000002
287,reg,2018091700,CHI,SEA,2,2018,POST,http://www.nfl.com/liveupdate/game-center/2018091700/2018091700_gtd.json,24,17,1,0,20,17,271,276,185,202,86,74,7,5,55,37,2,2,5,7,206,316,38,37,34.4,25.6,1,3,-5,-17,12,2,18,0,-2,-110,1,8.799999999999997
288,reg,2018092000,CLE,NYJ,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092000/2018092000_gtd.json,21,17,1,0,20,14,323,268,190,161,133,107,5,6,41,55,0,3,8,7,273,344,33,46,30.86666666666667,29.13333333333333,1,6,55,29,26,-1,-14,-3,1,-71,-13,1.7333333333333414
289,reg,2018092300,ATL,NO,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092300/2018092300_gtd.json,37,43,0,1,24,32,407,534,359,391,48,143,5,11,54,120,0,0,6,4,216,202,29,43,29.33333333333333,37.75,-1,-8,-127,-32,-95,-6,-66,0,2,14,-14,-8.416666666666671
290,reg,2018092309,WAS,GB,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092309/2018092309_gtd.json,31,17,1,0,20,19,386,340,220,240,166,100,6,11,66,115,1,1,5,5,235,232,41,45,29.08333333333333,30.91666666666667,1,1,46,-20,66,-5,-49,0,0,3,-4,-1.8333333333333428
291,reg,2018092308,PHI,IND,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092308/2018092308_gtd.json,20,16,1,0,26,14,379,209,227,141,152,68,10,11,110,77,2,0,3,5,128,222,42,44,40.2,19.8,1,12,170,86,84,-1,33,2,-2,-94,-2,20.400000000000002
292,reg,2018092307,MIN,BUF,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092307/2018092307_gtd.json,6,27,0,1,21,16,292,292,278,164,14,128,6,12,59,84,3,0,5,6,259,259,45,43,24.25,35.75,-1,5,0,114,-114,-6,-25,3,-1,0,2,-11.5
293,reg,2018092306,MIA,OAK,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092306/2018092306_gtd.json,28,20,1,0,13,25,373,434,332,325,41,109,9,8,74,38,0,2,6,3,282,112,42,37,21.48333333333333,38.516666666666666,1,-12,-61,7,-68,1,36,-2,3,170,5,-17.033333333333335
294,reg,2018092301,BAL,DEN,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092301/2018092301_gtd.json,27,14,1,0,20,18,342,293,265,173,77,120,7,13,52,120,0,1,5,7,197,287,28,39,30.23333333333333,29.766666666666666,1,2,49,92,-43,-6,-68,-1,-2,-90,-11,0.466666666666665
295,reg,2018092302,CAR,CIN,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092302/2018092302_gtd.json,31,21,1,0,23,25,377,396,147,330,230,66,3,4,17,36,0,4,4,3,165,132,39,43,33.916666666666664,26.08333333333333,1,-2,-19,-183,164,-1,-19,-4,1,33,-4,7.833333333333336
296,reg,2018092303,HOU,NYG,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092303/2018092303_gtd.json,22,27,0,1,21,21,427,379,368,265,59,114,7,3,50,20,2,0,3,4,155,198,50,38,24.5,35.5,-1,0,48,103,-55,4,30,2,-1,-43,12,-11.0
297,reg,2018092304,JAX,TEN,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092304/2018092304_gtd.json,6,9,0,1,12,15,232,233,145,83,87,150,8,4,75,30,1,0,6,6,273,280,38,42,27.216666666666665,32.78333333333333,-1,-3,-1,62,-63,4,45,1,0,-7,-4,-5.566666666666666
298,reg,2018092305,KC,SF,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092305/2018092305_gtd.json,38,27,1,0,31,26,384,406,307,228,77,178,6,14,48,147,0,0,2,4,87,148,43,36,30.016666666666666,29.98333333333333,1,5,-22,79,-101,-8,-99,0,-2,-61,7,0.03333333333333499
299,reg,2018092310,LA,LAC,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092310/2018092310_gtd.json,35,23,1,0,33,16,521,356,350,215,171,141,6,4,64,30,2,2,1,3,49,102,38,24,34.266666666666666,25.73333333333333,1,17,165,135,30,2,34,0,-2,-53,14,8.533333333333335
300,reg,2018092312,SEA,DAL,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092312/2018092312_gtd.json,24,13,1,0,18,17,295,303,182,137,113,166,10,7,67,55,0,3,8,5,350,240,41,43,32.73333333333333,27.266666666666666,1,1,-8,45,-53,3,12,-3,3,110,-2,5.4666666666666615
301,reg,2018092311,ARI,CHI,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092311/2018092311_gtd.json,14,16,0,1,13,21,221,316,168,194,53,122,6,7,43,45,4,2,4,3,203,158,40,44,23.65,36.35,-1,-8,-95,-26,-69,-1,-2,2,1,45,-4,-12.700000000000003
302,reg,2018092313,DET,NE,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092313/2018092313_gtd.json,26,10,1,0,25,12,414,209,255,120,159,89,6,5,70,38,1,1,2,5,90,217,45,38,39.25,20.75,1,13,205,135,70,1,32,0,-3,-127,7,18.5
303,reg,2018092400,TB,PIT,3,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092400/2018092400_gtd.json,27,30,0,1,28,22,455,413,392,335,63,78,9,13,80,155,4,1,3,5,126,228,37,42,29.65,30.35,-1,6,42,57,-15,-4,-75,3,-2,-102,-5,-0.7000000000000028
304,reg,2018092700,LA,MIN,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018092700/2018092700_gtd.json,38,31,1,0,25,25,556,446,456,392,100,54,2,4,15,35,0,1,2,4,71,159,36,39,27.766666666666666,32.23333333333333,1,0,110,64,46,-2,-20,-1,-2,-88,-3,-4.4666666666666615
305,reg,2018093005,JAX,NYJ,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093005/2018093005_gtd.json,31,12,1,0,23,10,503,178,377,144,126,34,9,6,89,43,3,0,4,7,185,345,45,45,37.583333333333336,22.41666666666667,1,13,325,233,92,3,46,3,-3,-160,0,15.166666666666664
306,reg,2018093006,NE,MIA,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093006/2018093006_gtd.json,38,7,1,0,26,11,449,172,274,116,175,56,6,10,57,89,2,2,2,7,80,293,29,35,36.36666666666667,23.63333333333333,1,15,277,158,119,-4,-32,0,-5,-213,-6,12.733333333333338
307,reg,2018093007,TEN,PHI,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093007/2018093007_gtd.json,26,23,1,0,22,25,397,432,327,315,70,117,4,8,30,77,1,1,5,6,254,308,38,40,35.5,34.416666666666664,1,-3,-35,12,-47,-4,-47,0,-1,-54,-2,1.0833333333333357
308,reg,2018093004,IND,HOU,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093004/2018093004_gtd.json,34,37,0,1,28,30,478,466,437,347,41,119,10,10,85,54,2,1,5,5,220,207,40,38,29.93333333333333,40.06666666666667,-1,-2,12,90,-78,0,31,1,0,13,2,-10.13333333333334
309,reg,2018093003,GB,BUF,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093003/2018093003_gtd.json,22,0,1,0,22,11,423,145,282,87,141,58,5,3,60,20,2,3,4,8,171,348,38,41,34.61666666666667,25.38333333333333,1,11,278,195,83,2,40,-1,-4,-177,-3,9.233333333333338
310,reg,2018093002,DAL,DET,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093002/2018093002_gtd.json,26,24,1,0,26,18,414,382,231,286,183,96,2,8,20,58,0,0,2,4,78,171,39,38,30.08333333333333,29.91666666666667,1,8,32,-55,87,-6,-38,0,-2,-93,1,0.1666666666666572
311,reg,2018093001,CHI,TB,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093001/2018093001_gtd.json,48,10,1,0,28,16,483,311,344,251,139,60,4,11,38,99,0,3,2,5,96,214,47,40,28.1,31.9,1,12,172,93,79,-7,-61,-3,-3,-118,7,-3.799999999999997
312,reg,2018093000,ATL,CIN,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093000/2018093000_gtd.json,36,37,0,1,25,30,495,407,403,308,92,99,10,6,95,55,0,1,1,2,41,31,28,10,29.36666666666667,30.63333333333333,-1,-5,88,95,-7,4,40,-1,-1,10,18,-1.2666666666666586
313,reg,2018093008,ARI,SEA,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093008/2018093008_gtd.json,17,20,0,1,18,19,263,331,171,160,92,171,5,8,38,57,1,0,5,4,253,190,43,43,28.23333333333333,31.766666666666666,-1,-1,-68,11,-79,-3,-19,1,1,63,0,-3.533333333333335
314,reg,2018093009,OAK,CLE,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093009/2018093009_gtd.json,45,42,1,0,27,21,565,487,426,279,139,208,6,8,65,55,2,4,6,7,267,350,40,36,36.85,31.38333333333333,1,6,78,147,-69,-2,10,-2,-1,-83,4,5.466666666666672
315,reg,2018093011,NYG,NO,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093011/2018093011_gtd.json,18,33,0,1,22,25,299,389,234,219,65,170,6,5,67,51,2,0,4,2,204,95,42,48,29.0,31.0,-1,-3,-90,15,-105,1,16,2,2,109,-6,-2.0
316,reg,2018093010,LAC,SF,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093010/2018093010_gtd.json,29,27,1,0,21,22,368,364,242,288,126,76,5,4,49,29,1,2,4,5,174,235,42,31,32.43333333333333,27.566666666666666,1,-1,4,-46,50,1,20,-1,-1,-61,11,4.866666666666664
317,reg,2018093012,PIT,BAL,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018093012/2018093012_gtd.json,14,26,0,1,14,24,284,451,265,355,19,96,5,7,40,50,2,1,5,4,206,175,40,38,24.95,35.05,-1,-10,-167,-90,-77,-2,-10,1,1,31,2,-10.099999999999998
318,reg,2018100100,DEN,KC,4,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100100/2018100100_gtd.json,23,27,0,1,21,22,385,446,226,304,159,142,3,10,25,93,1,0,3,4,123,168,29,32,24.966666666666665,35.03333333333333,-1,-1,-61,-78,17,-7,-68,1,-1,-45,-3,-10.066666666666666
319,reg,2018100400,NE,IND,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100400/2018100400_gtd.json,38,24,1,0,26,26,438,439,341,355,97,84,7,4,50,35,2,3,4,3,193,142,39,41,27.566666666666666,32.43333333333333,1,0,-1,-14,13,3,15,-1,1,51,-2,-4.866666666666664
320,reg,2018100700,BUF,TEN,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100700/2018100700_gtd.json,13,12,1,0,18,15,223,221,79,121,144,100,4,5,30,40,1,3,4,2,175,106,29,49,33.81666666666667,26.18333333333333,1,3,2,-42,44,-1,-10,-2,2,69,-20,7.63333333333334
321,reg,2018100707,PIT,ATL,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100707/2018100707_gtd.json,41,17,1,0,22,22,381,324,250,262,131,62,7,7,58,75,1,1,3,4,143,117,47,23,29.13333333333333,30.86666666666667,1,0,57,-12,69,0,-17,0,-1,26,24,-1.7333333333333414
322,reg,2018100706,NYJ,DEN,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100706/2018100706_gtd.json,34,16,1,0,18,26,512,436,189,344,323,92,4,6,33,45,2,1,3,8,134,329,38,32,28.9,31.1,1,-8,76,-155,231,-2,-12,1,-5,-195,6,-2.200000000000003
323,reg,2018100705,KC,JAX,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100705/2018100705_gtd.json,30,14,1,0,26,29,424,502,298,401,126,101,11,5,105,45,2,5,2,3,116,108,55,35,32.71666666666667,27.28333333333333,1,-3,-78,-103,25,6,60,-3,-1,8,20,5.433333333333337
324,reg,2018100704,DET,GB,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100704/2018100704_gtd.json,31,23,1,0,18,30,264,521,170,423,94,98,8,12,71,112,0,3,5,0,228,0,45,0,26.66666666666667,33.333333333333336,1,-12,-257,-253,-4,-4,-41,-3,5,228,45,-6.666666666666664
325,reg,2018100703,CLE,BAL,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100703/2018100703_gtd.json,12,9,1,0,20,25,416,410,304,294,112,116,10,4,66,41,1,2,9,8,452,366,41,40,36.266666666666666,33.7,1,-5,6,10,-4,6,25,-1,1,86,1,2.566666666666663
326,reg,2018100701,CAR,NYG,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100701/2018100701_gtd.json,33,31,1,0,21,18,350,432,232,382,118,50,4,8,22,62,2,3,3,2,153,99,46,51,35.45,24.55,1,3,-82,-150,68,-4,-40,-1,1,54,-5,10.900000000000002
327,reg,2018100702,CIN,MIA,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100702/2018100702_gtd.json,27,17,1,0,17,17,332,297,229,169,103,128,6,9,47,85,1,3,4,5,173,209,22,38,30.58333333333333,29.41666666666667,1,0,35,60,-25,-3,-38,-2,-1,-36,-16,1.1666666666666572
328,reg,2018100708,LAC,OAK,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100708/2018100708_gtd.json,26,10,1,0,19,14,412,289,333,248,79,41,9,7,82,55,0,2,3,4,129,197,42,41,34.666666666666664,25.33333333333333,1,5,123,85,38,2,27,-2,-1,-68,1,9.333333333333336
329,reg,2018100710,SF,ARI,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100710/2018100710_gtd.json,18,28,0,1,33,10,447,220,300,164,147,56,9,5,65,46,5,0,4,8,177,317,39,39,40.2,19.8,-1,23,227,136,91,4,19,5,-4,-140,0,20.400000000000002
330,reg,2018100709,PHI,MIN,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100709/2018100709_gtd.json,21,23,0,1,21,19,364,375,283,298,81,77,8,4,52,23,2,1,4,2,187,78,41,39,27.216666666666665,32.78333333333333,-1,2,-11,-15,4,4,29,1,2,109,2,-5.566666666666666
331,reg,2018100711,SEA,LA,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100711/2018100711_gtd.json,31,33,0,1,20,30,373,468,183,313,190,155,7,7,50,45,0,2,4,1,138,38,27,41,30.5,29.5,-1,-10,-95,-130,35,0,5,-2,3,100,-14,1.0
332,reg,2018100712,HOU,DAL,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100712/2018100712_gtd.json,19,16,1,0,25,14,462,292,374,194,88,98,5,7,25,72,2,2,3,5,160,220,39,34,36.63333333333333,31.53333333333333,1,11,170,180,-10,-2,-47,0,-2,-60,5,5.100000000000001
333,reg,2018100800,NO,WAS,5,2018,POST,http://www.nfl.com/liveupdate/game-center/2018100800/2018100800_gtd.json,43,19,1,0,27,18,447,283,349,244,98,39,4,6,45,38,1,2,0,3,0,110,0,37,33.28333333333333,26.716666666666665,1,9,164,105,59,-2,7,-1,-3,-110,-37,6.566666666666666
334,reg,2018101100,NYG,PHI,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101100/2018101100_gtd.json,13,34,0,1,17,23,401,379,254,271,147,108,5,4,61,25,1,0,5,5,253,240,41,48,27.5,32.5,-1,-6,22,-17,39,1,36,1,0,13,-7,-5.0
335,reg,2018101400,ATL,TB,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101400/2018101400_gtd.json,34,29,1,0,26,30,417,510,347,389,70,121,5,4,30,20,0,2,4,2,180,81,41,34,31.65,28.35,1,-4,-93,-42,-51,1,10,-2,2,99,7,3.299999999999997
336,reg,2018101408,WAS,CAR,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101408/2018101408_gtd.json,23,17,1,0,18,22,288,350,156,269,132,81,5,8,43,55,0,3,4,3,164,133,41,34,35.4,24.6,1,-4,-62,-113,51,-3,-12,-3,1,31,7,10.799999999999997
337,reg,2018101407,OAK,SEA,6,2018,POST,http://www.nfl.com/liveupdate/game-center/2018101407/2018101407_gtd.json,3,27,0,1,15,19,185,369,106,214,79,155,5,8,38,64,2,1,3,2,92,86,31,43,28.566666666666666,31.43333333333333,-1,-4,-184,-108,-76,-3,-26,1,1,6,-12,-2.8666666666666636
