,type,game_id,home_team,away_team,week,season,game_url,home_score,away_score,h_win,lastN_net_totfd,lastN_net_totyds,lastN_net_pyds,lastN_net_ryds,lastN_net_pen,lastN_net_penyds,lastN_net_trnover,lastN_net_pt,lastN_net_ptyds,lastN_net_ptavg,lastN_net_top
0,reg,2018090600,PHI,ATL,1,2018,http://www.nfl.com/liveupdate/game-center/2018090600/2018090600_gtd.json,18,12,1,-4.333333333333334,-112.0,-87.99999999999997,-24.0,-0.3333333333333339,-19.33333333333333,0.6666666666666666,1.666666666666666,63.99999999999997,1.6666666666666643,-2.56666666666667
1,reg,2018090900,BAL,BUF,1,2018,http://www.nfl.com/liveupdate/game-center/2018090900/2018090900_gtd.json,47,3,1,1.3333333333333357,15.0,17.666666666666657,-2.6666666666666714,1.333333333333334,-9.0,0.3333333333333333,1.333333333333333,28.0,-6.333333333333336,5.677777777777781
2,reg,2018090907,NYG,JAX,1,2018,http://www.nfl.com/liveupdate/game-center/2018090907/2018090907_gtd.json,15,20,0,-4.666666666666664,4.333333333333371,-17.333333333333314,21.66666666666667,-2.666666666666666,-0.3333333333333428,-0.6666666666666667,0.0,-24.99999999999997,-6.333333333333332,-0.9611111111111086
3,reg,2018090906,NO,TB,1,2018,http://www.nfl.com/liveupdate/game-center/2018090906/2018090906_gtd.json,40,48,0,-4.666666666666664,-55.33333333333337,-71.66666666666666,16.33333333333333,-1.0,6.666666666666671,-0.6666666666666667,2.3333333333333335,99.66666666666667,-2.3333333333333286,1.2055555555555593
4,reg,2018090905,NE,HOU,1,2018,http://www.nfl.com/liveupdate/game-center/2018090905/2018090905_gtd.json,27,20,1,13.333333333333334,159.66666666666666,136.66666666666669,23.0,-6.666666666666668,-59.33333333333333,-0.6666666666666666,-3.6666666666666665,-194.33333333333334,5.666666666666671,2.2944444444444443
5,reg,2018090904,MIN,SF,1,2018,http://www.nfl.com/liveupdate/game-center/2018090904/2018090904_gtd.json,24,16,1,-6.666666666666668,-112.33333333333331,-122.33333333333334,10.0,2.000000000000001,15.000000000000007,-1.0,4.666666666666667,197.0,-5.333333333333329,4.161111111111115
6,reg,2018090903,MIA,TEN,1,2018,http://www.nfl.com/liveupdate/game-center/2018090903/2018090903_gtd.json,27,20,1,1.3333333333333321,41.333333333333314,58.33333333333334,-17.0,7.333333333333332,63.0,1.0,-1.6666666666666665,-69.0,-4.666666666666671,-2.4444444444444464
7,reg,2018090902,IND,CIN,1,2018,http://www.nfl.com/liveupdate/game-center/2018090902/2018090902_gtd.json,23,34,0,-2.0,-36.666666666666686,-28.333333333333343,-8.333333333333329,-1.9999999999999996,-28.666666666666664,-1.3333333333333333,-3.0000000000000004,-128.66666666666666,3.0,-2.2333333333333307
8,reg,2018090901,CLE,PIT,1,2018,http://www.nfl.com/liveupdate/game-center/2018090901/2018090901_gtd.json,21,21,0,-5.666666666666666,-66.0,-44.66666666666666,-21.333333333333343,3.333333333333334,23.333333333333336,2.0,2.0000000000000004,99.0,0.3333333333333357,-4.7499999999999964
9,reg,2018090908,LAC,KC,1,2018,http://www.nfl.com/liveupdate/game-center/2018090908/2018090908_gtd.json,28,38,0,0.33333333333333215,0.33333333333337123,28.666666666666686,-28.33333333333333,2.666666666666667,18.333333333333336,0.6666666666666666,1.666666666666667,64.66666666666669,-6.0,-2.444444444444443
10,reg,2018090911,DEN,SEA,1,2018,http://www.nfl.com/liveupdate/game-center/2018090911/2018090911_gtd.json,27,24,1,8.0,182.33333333333334,106.66666666666667,75.66666666666666,-3.000000000000001,-54.00000000000001,1.666666666666667,-4.333333333333334,-214.0,7.0,6.705555555555552
11,reg,2018090910,CAR,DAL,1,2018,http://www.nfl.com/liveupdate/game-center/2018090910/2018090910_gtd.json,16,8,1,2.0,-8.0,2.0,-10.0,-1.666666666666667,-38.00000000000001,-0.6666666666666667,0.666666666666667,26.666666666666686,-1.0,-1.8333333333333321
12,reg,2018090909,ARI,WAS,1,2018,http://www.nfl.com/liveupdate/game-center/2018090909/2018090909_gtd.json,6,24,0,4.666666666666666,11.0,-39.666666666666686,50.666666666666664,0.33333333333333304,-3.6666666666666643,-0.33333333333333326,-0.666666666666667,-31.0,-1.6666666666666714,6.783333333333328
13,reg,2018090912,GB,CHI,1,2018,http://www.nfl.com/liveupdate/game-center/2018090912/2018090912_gtd.json,24,23,1,1.0,23.666666666666686,-31.666666666666657,55.333333333333336,-2.333333333333333,-20.999999999999993,2.3333333333333335,-2.0,-122.33333333333331,-2.6666666666666643,-0.6722222222222207
14,reg,2018091000,DET,NYJ,1,2018,http://www.nfl.com/liveupdate/game-center/2018091000/2018091000_gtd.json,17,48,0,1.666666666666666,29.66666666666663,73.66666666666666,-44.0,0.0,8.666666666666671,-1.0,-2.666666666666667,-137.00000000000003,-5.0,0.5888888888888957
15,reg,2018091001,OAK,LA,1,2018,http://www.nfl.com/liveupdate/game-center/2018091001/2018091001_gtd.json,13,33,0,-2.666666666666666,-34.0,-1.3333333333333428,-32.66666666666667,4.333333333333333,41.666666666666664,1.3333333333333333,-1.333333333333333,-76.33333333333334,0.0,-2.9999999999999964
16,reg,2018091300,CIN,BAL,2,2018,http://www.nfl.com/liveupdate/game-center/2018091300/2018091300_gtd.json,34,23,1,0.33333333333333215,16.333333333333314,-0.6666666666666572,16.999999999999986,0.0,21.33333333333333,0.6666666666666666,-0.6666666666666661,-23.666666666666686,7.0,-4.68333333333333
