,type,game_id,home_team,away_team,week,season,game_url,home_score,away_score,h_win,lastN_net_totfd,lastN_net_totyds,lastN_net_pyds,lastN_net_ryds,lastN_net_pen,lastN_net_penyds,lastN_net_trnover,lastN_net_pt,lastN_net_ptyds,lastN_net_ptavg,lastN_net_top
10,reg,2018090911,DEN,SEA,1,2018,http://www.nfl.com/liveupdate/game-center/2018090911/2018090911_gtd.json,27,24,1,6.0,104.75,62.25,42.5,-3.0,-53.5,0.5,-3.0,-144.0,9.0,7.679166666666671
11,reg,2018090910,CAR,DAL,1,2018,http://www.nfl.com/liveupdate/game-center/2018090910/2018090910_gtd.json,16,8,1,0.5,-33.25,-49.25,16.0,-1.75,-29.25,-0.25,1.0,37.5,-3.0,-0.3291666666666657
12,reg,2018090909,ARI,WAS,1,2018,http://www.nfl.com/liveupdate/game-center/2018090909/2018090909_gtd.json,6,24,0,5.25,23.25,-32.5,55.75,0.5,-7.25,-0.5,-1.0,-42.5,0.25,7.3749999999999964
13,reg,2018090912,GB,CHI,1,2018,http://www.nfl.com/liveupdate/game-center/2018090912/2018090912_gtd.json,24,23,1,-0.5,-17.5,-22.25,4.75,-3.5,-29.25,1.75,-1.25,-79.5,-2.25,-0.9708333333333314
14,reg,2018091000,DET,NYJ,1,2018,http://www.nfl.com/liveupdate/game-center/2018091000/2018091000_gtd.json,17,48,0,5.0,105.75,140.25,-34.5,1.0,27.75,-0.5,-2.75,-142.25,-5.0,2.2833333333333314
15,reg,2018091001,OAK,LA,1,2018,http://www.nfl.com/liveupdate/game-center/2018091001/2018091001_gtd.json,13,33,0,-2.5,-35.25,-1.0,-34.25,3.25,15.5,1.25,-0.5,-56.25,-3.5,-1.6166666666666636
16,reg,2018091300,CIN,BAL,2,2018,http://www.nfl.com/liveupdate/game-center/2018091300/2018091300_gtd.json,34,23,1,-3.5,-41.5,-41.5,0.0,-0.5,12.75,1.0,0.25,19.75,5.25,-6.679166666666664
17,reg,2018091600,ATL,CAR,2,2018,http://www.nfl.com/liveupdate/game-center/2018091600/2018091600_gtd.json,31,24,1,-2.25,57.0,81.5,-24.5,3.25,35.25,-0.5,0.0,1.25,-2.0,0.408333333333335
18,reg,2018091608,WAS,IND,2,2018,http://www.nfl.com/liveupdate/game-center/2018091608/2018091608_gtd.json,9,21,0,-0.75,19.0,24.75,-5.75,2.25,11.5,1.25,2.75,152.5,-1.25,2.041666666666668
19,reg,2018091607,TEN,HOU,2,2018,http://www.nfl.com/liveupdate/game-center/2018091607/2018091607_gtd.json,20,17,1,3.5,78.75,102.75,-24.0,-4.75,-36.5,0.0,-2.25,-118.25,4.5,1.7500000000000036
20,reg,2018091606,TB,PHI,2,2018,http://www.nfl.com/liveupdate/game-center/2018091606/2018091606_gtd.json,27,21,1,8.0,185.25,184.5,0.75,-1.25,-11.0,0.25,-4.25,-187.5,3.75,0.3333333333333286
21,reg,2018091605,PIT,KC,2,2018,http://www.nfl.com/liveupdate/game-center/2018091605/2018091605_gtd.json,37,42,0,0.25,5.25,-4.0,9.25,0.75,4.25,1.75,1.0,10.75,-7.25,1.12083333333333
22,reg,2018091604,NYJ,MIA,2,2018,http://www.nfl.com/liveupdate/game-center/2018091604/2018091604_gtd.json,12,20,0,-2.75,-51.75,-91.25,39.5,-2.5,-28.5,-0.25,3.0,131.5,3.75,0.5708333333333293
23,reg,2018091601,BUF,LAC,2,2018,http://www.nfl.com/liveupdate/game-center/2018091601/2018091601_gtd.json,20,31,0,-7.25,-150.75,-146.75,-4.0,-2.0,1.25,-1.0,0.75,40.0,6.0,-3.9250000000000007
24,reg,2018091602,GB,MIN,2,2018,http://www.nfl.com/liveupdate/game-center/2018091602/2018091602_gtd.json,29,29,0,-1.0,-0.75,22.75,-23.5,-1.0,-2.75,2.5,-2.0,-77.0,0.25,-5.425000000000004
25,reg,2018091603,NO,CLE,2,2018,http://www.nfl.com/liveupdate/game-center/2018091603/2018091603_gtd.json,21,18,1,4.0,77.25,110.25,-33.0,-2.0,-5.5,-0.75,-3.0,-120.25,4.75,0.8958333333333357
26,reg,2018091610,SF,DET,2,2018,http://www.nfl.com/liveupdate/game-center/2018091610/2018091610_gtd.json,30,27,1,5.75,77.25,33.5,43.75,-0.75,-6.75,0.25,-2.0,-91.75,14.0,2.0166666666666657
27,reg,2018091609,LA,ARI,2,2018,http://www.nfl.com/liveupdate/game-center/2018091609/2018091609_gtd.json,34,0,1,1.5,80.75,30.0,50.75,-1.25,-5.75,-0.75,-1.25,-72.75,1.25,0.6374999999999993
28,reg,2018091612,JAX,NE,2,2018,http://www.nfl.com/liveupdate/game-center/2018091612/2018091612_gtd.json,31,20,1,-3.25,-5.0,17.25,-22.25,5.75,53.5,0.75,2.0,70.0,-7.5,-0.6041666666666714
29,reg,2018091611,DEN,OAK,2,2018,http://www.nfl.com/liveupdate/game-center/2018091611/2018091611_gtd.json,20,19,1,5.5,75.0,32.75,42.25,-3.0,-48.75,-0.25,0.25,5.0,2.25,3.2958333333333307
30,reg,2018091613,DAL,NYG,2,2018,http://www.nfl.com/liveupdate/game-center/2018091613/2018091613_gtd.json,20,13,1,1.0,-89.0,-85.25,-3.75,1.75,22.0,0.0,-1.25,-28.0,8.0,1.595833333333335
31,reg,2018091700,CHI,SEA,2,2018,http://www.nfl.com/liveupdate/game-center/2018091700/2018091700_gtd.json,24,17,1,4.0,53.75,56.25,-2.5,-0.75,-18.5,-0.25,-1.5,-75.5,-1.0,4.649999999999995
32,reg,2018092000,CLE,NYJ,3,2018,http://www.nfl.com/liveupdate/game-center/2018092000/2018092000_gtd.json,21,17,1,0.25,7.0,7.25,-0.25,1.0,12.5,-0.25,0.75,14.75,-2.0,0.720833333333335
33,reg,2018092300,ATL,NO,3,2018,http://www.nfl.com/liveupdate/game-center/2018092300/2018092300_gtd.json,37,43,0,-0.75,13.75,-8.25,22.0,3.0,28.5,-0.5,0.75,36.0,-3.5,-1.0874999999999986
34,reg,2018092309,WAS,GB,3,2018,http://www.nfl.com/liveupdate/game-center/2018092309/2018092309_gtd.json,31,17,1,2.5,32.5,29.5,3.0,-0.75,-12.5,-0.25,0.5,22.5,1.75,1.0500000000000114
35,reg,2018092308,PHI,IND,3,2018,http://www.nfl.com/liveupdate/game-center/2018092308/2018092308_gtd.json,20,16,1,-3.0,-32.0,-15.5,-16.5,3.25,27.25,1.0,3.0,146.75,-0.5,2.1249999999999964
36,reg,2018092307,MIN,BUF,3,2018,http://www.nfl.com/liveupdate/game-center/2018092307/2018092307_gtd.json,6,27,0,3.0,75.5,59.0,16.5,0.75,-6.0,-0.5,1.5,29.75,-5.75,4.870833333333337
37,reg,2018092306,MIA,OAK,3,2018,http://www.nfl.com/liveupdate/game-center/2018092306/2018092306_gtd.json,28,20,1,1.0,-19.5,-14.0,-5.5,1.5,-9.75,-0.75,0.0,11.25,-3.25,-3.895833333333332
38,reg,2018092301,BAL,DEN,3,2018,http://www.nfl.com/liveupdate/game-center/2018092301/2018092301_gtd.json,27,14,1,2.75,-23.0,21.75,-44.75,1.5,11.5,-1.25,-0.25,-11.25,-5.75,1.7375000000000043
39,reg,2018092302,CAR,CIN,3,2018,http://www.nfl.com/liveupdate/game-center/2018092302/2018092302_gtd.json,31,21,1,-2.75,-47.75,-41.0,-6.75,-0.25,-23.0,0.5,0.0,23.75,2.0,-0.8666666666666636
40,reg,2018092303,HOU,NYG,3,2018,http://www.nfl.com/liveupdate/game-center/2018092303/2018092303_gtd.json,22,27,0,2.25,-13.75,-44.75,31.0,2.25,13.25,-0.25,-1.25,-49.0,-1.75,-1.2583333333333364
41,reg,2018092304,JAX,TEN,3,2018,http://www.nfl.com/liveupdate/game-center/2018092304/2018092304_gtd.json,6,9,0,6.25,67.25,70.5,-3.25,4.0,35.75,1.25,0.0,-26.5,-8.0,-1.4208333333333378
42,reg,2018092305,KC,SF,3,2018,http://www.nfl.com/liveupdate/game-center/2018092305/2018092305_gtd.json,38,27,1,-1.25,22.25,56.25,-34.0,0.75,2.0,-1.25,-0.25,10.5,6.0,0.8916666666666657
43,reg,2018092310,LA,LAC,3,2018,http://www.nfl.com/liveupdate/game-center/2018092310/2018092310_gtd.json,35,23,1,-4.75,-78.5,-81.5,3.0,-1.0,-6.5,0.5,-1.0,-24.0,12.25,-2.558333333333337
44,reg,2018092312,SEA,DAL,3,2018,http://www.nfl.com/liveupdate/game-center/2018092312/2018092312_gtd.json,24,13,1,-3.0,-25.0,18.5,-43.5,0.25,13.25,0.0,2.0,104.75,3.25,-3.6874999999999964
45,reg,2018092311,ARI,CHI,3,2018,http://www.nfl.com/liveupdate/game-center/2018092311/2018092311_gtd.json,14,16,0,-2.25,-31.5,-21.5,-10.0,0.5,-11.75,0.75,0.5,45.75,-1.75,-2.966666666666658
46,reg,2018092313,DET,NE,3,2018,http://www.nfl.com/liveupdate/game-center/2018092313/2018092313_gtd.json,26,10,1,-4.75,-8.5,58.75,-67.25,3.25,34.0,0.5,0.0,-13.5,-15.5,-3.475000000000005
47,reg,2018092400,TB,PIT,3,2018,http://www.nfl.com/liveupdate/game-center/2018092400/2018092400_gtd.json,27,30,0,-1.5,46.75,69.0,-22.25,-1.5,-11.0,0.0,-2.25,-84.0,8.25,-2.4625000000000057
48,reg,2018092700,LA,MIN,4,2018,http://www.nfl.com/liveupdate/game-center/2018092700/2018092700_gtd.json,38,31,1,2.5,31.75,-7.75,39.5,-2.0,-13.75,0.0,-3.0,-110.5,7.25,1.1374999999999993
49,reg,2018093005,JAX,NYJ,4,2018,http://www.nfl.com/liveupdate/game-center/2018093005/2018093005_gtd.json,31,12,1,0.5,5.0,-8.25,13.25,0.75,17.0,0.0,0.5,-16.0,-5.25,-1.2416666666666636
50,reg,2018093006,NE,MIA,4,2018,http://www.nfl.com/liveupdate/game-center/2018093006/2018093006_gtd.json,38,7,1,2.75,-24.5,-37.25,12.75,-3.75,-33.0,0.0,0.75,20.0,0.5,1.6791666666666671
51,reg,2018093007,TEN,PHI,4,2018,http://www.nfl.com/liveupdate/game-center/2018093007/2018093007_gtd.json,26,23,1,-5.0,-39.5,-53.5,14.0,-3.75,-38.0,-1.0,0.75,20.75,-0.25,-2.9375
52,reg,2018093004,IND,HOU,4,2018,http://www.nfl.com/liveupdate/game-center/2018093004/2018093004_gtd.json,34,37,0,-0.75,-69.5,-53.0,-16.5,-0.75,-0.5,-0.5,0.0,9.25,5.25,-0.3166666666666629
53,reg,2018093003,GB,BUF,4,2018,http://www.nfl.com/liveupdate/game-center/2018093003/2018093003_gtd.json,22,0,1,2.5,66.75,79.5,-12.75,0.0,12.25,0.75,-0.75,-28.25,0.25,2.2291666666666643
54,reg,2018093002,DAL,DET,4,2018,http://www.nfl.com/liveupdate/game-center/2018093002/2018093002_gtd.json,26,24,1,-5.5,-100.5,-145.5,45.0,1.5,-0.25,-0.5,1.75,85.75,9.5,-2.5583333333333336
55,reg,2018093001,CHI,TB,4,2018,http://www.nfl.com/liveupdate/game-center/2018093001/2018093001_gtd.json,48,10,1,-7.25,-198.25,-210.5,12.25,1.75,10.5,-1.0,1.75,100.0,-0.25,2.624999999999993
56,reg,2018093000,ATL,CIN,4,2018,http://www.nfl.com/liveupdate/game-center/2018093000/2018093000_gtd.json,36,37,0,-1.75,15.25,32.5,-17.25,0.5,-1.75,-1.25,0.5,25.75,-4.0,1.9500000000000028
57,reg,2018093008,ARI,SEA,4,2018,http://www.nfl.com/liveupdate/game-center/2018093008/2018093008_gtd.json,17,20,0,-2.5,-85.75,-70.5,-15.25,-0.5,-16.75,0.75,-1.5,-45.0,-3.75,-1.8208333333333329
58,reg,2018093009,OAK,CLE,4,2018,http://www.nfl.com/liveupdate/game-center/2018093009/2018093009_gtd.json,45,42,1,1.25,46.75,72.75,-26.0,0.0,15.0,0.75,-3.5,-125.75,4.5,1.43333333333333
59,reg,2018093011,NYG,NO,4,2018,http://www.nfl.com/liveupdate/game-center/2018093011/2018093011_gtd.json,18,33,0,-6.0,-67.0,-112.75,45.75,-3.75,-44.0,-0.25,2.25,86.5,-6.5,0.8333333333333357
60,reg,2018093010,LAC,SF,4,2018,http://www.nfl.com/liveupdate/game-center/2018093010/2018093010_gtd.json,29,27,1,0.5,49.75,85.0,-35.25,-1.5,-23.0,-0.75,-0.5,-23.5,-12.25,2.2458333333333336
61,reg,2018093012,PIT,BAL,4,2018,http://www.nfl.com/liveupdate/game-center/2018093012/2018093012_gtd.json,14,26,0,1.75,65.0,61.0,4.0,3.0,37.0,1.0,0.0,-20.75,-2.25,0.45833333333333215
62,reg,2018100100,DEN,KC,4,2018,http://www.nfl.com/liveupdate/game-center/2018100100/2018100100_gtd.json,23,27,0,-3.0,-22.5,-53.5,31.0,0.5,7.75,1.25,1.75,54.0,-5.5,2.6166666666666636
63,reg,2018100400,NE,IND,5,2018,http://www.nfl.com/liveupdate/game-center/2018100400/2018100400_gtd.json,38,24,1,-1.0,0.25,-44.75,45.0,-3.75,-30.75,0.25,0.0,7.0,-4.5,2.079166666666673
64,reg,2018100700,BUF,TEN,5,2018,http://www.nfl.com/liveupdate/game-center/2018100700/2018100700_gtd.json,13,12,1,-4.25,-91.5,-70.75,-20.75,2.5,14.25,0.75,1.75,63.25,-2.0,-3.841666666666672
65,reg,2018100707,PIT,ATL,5,2018,http://www.nfl.com/liveupdate/game-center/2018100707/2018100707_gtd.json,41,17,1,1.5,0.25,24.0,-23.75,2.5,22.75,1.75,1.25,53.25,3.25,1.6124999999999972
66,reg,2018100706,NYJ,DEN,5,2018,http://www.nfl.com/liveupdate/game-center/2018100706/2018100706_gtd.json,34,16,1,-5.25,-94.0,-33.75,-60.25,-0.75,-10.75,0.5,0.5,45.75,4.0,-0.17083333333333783
67,reg,2018100705,KC,JAX,5,2018,http://www.nfl.com/liveupdate/game-center/2018100705/2018100705_gtd.json,30,14,1,4.25,30.25,30.75,-0.5,-0.25,-21.75,-1.5,-1.75,-54.25,4.75,-1.6625000000000014
68,reg,2018100704,DET,GB,5,2018,http://www.nfl.com/liveupdate/game-center/2018100704/2018100704_gtd.json,31,23,1,1.75,19.5,23.5,-4.0,-1.0,-13.25,0.5,-1.0,-57.5,-9.5,-0.9541666666666693
69,reg,2018100703,CLE,BAL,5,2018,http://www.nfl.com/liveupdate/game-center/2018100703/2018100703_gtd.json,12,9,1,-4.75,-30.75,-94.5,63.75,-0.5,-1.25,0.25,3.25,116.25,-2.75,-1.0791666666666693
70,reg,2018100701,CAR,NYG,5,2018,http://www.nfl.com/liveupdate/game-center/2018100701/2018100701_gtd.json,33,31,1,2.5,25.0,-39.25,64.25,1.5,6.75,0.0,0.5,15.75,2.25,-1.7666666666666657
71,reg,2018100702,CIN,MIA,5,2018,http://www.nfl.com/liveupdate/game-center/2018100702/2018100702_gtd.json,27,17,1,9.5,90.5,85.0,5.5,-0.25,13.25,0.25,-2.5,-146.25,-4.25,2.9499999999999957
72,reg,2018100708,LAC,OAK,5,2018,http://www.nfl.com/liveupdate/game-center/2018100708/2018100708_gtd.json,26,10,1,-0.5,-38.25,-54.25,16.0,-1.75,-29.75,-0.5,-0.5,-23.25,-9.5,-3.5458333333333343
73,reg,2018100710,SF,ARI,5,2018,http://www.nfl.com/liveupdate/game-center/2018100710/2018100710_gtd.json,18,28,0,10.25,152.25,85.5,66.75,0.25,22.0,-0.5,-1.0,-84.5,-2.75,4.087499999999999
74,reg,2018100709,PHI,MIN,5,2018,http://www.nfl.com/liveupdate/game-center/2018100709/2018100709_gtd.json,21,23,0,1.0,-26.5,-81.75,55.25,2.5,31.75,0.25,0.0,44.25,6.0,5.733333333333334
75,reg,2018100711,SEA,LA,5,2018,http://www.nfl.com/liveupdate/game-center/2018100711/2018100711_gtd.json,31,33,0,-9.5,-166.5,-146.75,-19.75,2.25,2.0,0.5,4.5,217.75,2.5,-2.4208333333333343
76,reg,2018100712,HOU,DAL,5,2018,http://www.nfl.com/liveupdate/game-center/2018100712/2018100712_gtd.json,19,16,1,4.25,102.0,124.0,-22.0,2.25,7.25,0.5,0.25,-7.0,0.25,2.1208333333333336
77,reg,2018100800,NO,WAS,5,2018,http://www.nfl.com/liveupdate/game-center/2018100800/2018100800_gtd.json,43,19,1,5.25,81.75,95.75,-14.0,0.5,11.75,-0.5,-2.5,-99.25,6.25,0.15416666666666146
78,reg,2018101100,NYG,PHI,6,2018,http://www.nfl.com/liveupdate/game-center/2018101100/2018101100_gtd.json,13,34,0,-4.5,-55.5,-11.25,-44.25,-3.0,-30.25,-0.25,-0.5,-35.5,0.5,-4.05833333333333
79,reg,2018101400,ATL,TB,6,2018,http://www.nfl.com/liveupdate/game-center/2018101400/2018101400_gtd.json,34,29,1,1.5,-15.75,-39.25,23.5,-1.75,-10.75,-1.75,0.0,-22.25,-10.5,0.30416666666666714
80,reg,2018101408,WAS,CAR,6,2018,http://www.nfl.com/liveupdate/game-center/2018101408/2018101408_gtd.json,23,17,1,-0.75,-6.75,34.25,-41.0,1.25,22.25,0.25,0.0,-20.75,-6.0,-0.7499999999999964
81,reg,2018101407,OAK,SEA,6,2018,http://www.nfl.com/liveupdate/game-center/2018101407/2018101407_gtd.json,3,27,0,3.25,96.5,138.25,-41.75,-1.25,-5.75,1.0,-1.5,-57.25,3.0,3.258333333333333
82,reg,2018101406,NYJ,IND,6,2018,http://www.nfl.com/liveupdate/game-center/2018101406/2018101406_gtd.json,42,34,1,-5.5,-21.75,-74.0,52.25,-2.0,-10.5,0.25,1.0,66.75,1.25,0.7999999999999972
83,reg,2018101405,MIN,ARI,6,2018,http://www.nfl.com/liveupdate/game-center/2018101405/2018101405_gtd.json,27,17,1,10.75,188.0,198.5,-10.5,-0.75,3.25,0.0,-2.25,-119.0,-0.5,5.895833333333332
84,reg,2018101401,CIN,PIT,6,2018,http://www.nfl.com/liveupdate/game-center/2018101401/2018101401_gtd.json,21,28,0,1.25,-11.25,-40.0,28.75,-3.0,-28.25,0.5,-0.75,-56.5,-11.25,0.6291666666666629
85,reg,2018101402,CLE,LAC,6,2018,http://www.nfl.com/liveupdate/game-center/2018101402/2018101402_gtd.json,14,38,0,0.0,17.0,-5.75,22.75,0.75,-0.25,0.75,3.0,138.75,0.0,-0.008333333333329307
86,reg,2018101403,HOU,BUF,6,2018,http://www.nfl.com/liveupdate/game-center/2018101403/2018101403_gtd.json,20,13,1,8.75,209.75,209.75,0.0,2.0,13.0,0.0,-2.0,-79.75,3.25,2.2291666666666643
87,reg,2018101404,MIA,CHI,6,2018,http://www.nfl.com/liveupdate/game-center/2018101404/2018101404_gtd.json,31,28,1,-7.0,-66.25,-34.75,-31.5,1.75,21.25,0.5,2.5,104.5,-2.75,-7.316666666666666
88,reg,2018101409,DEN,LA,6,2018,http://www.nfl.com/liveupdate/game-center/2018101409/2018101409_gtd.json,20,23,0,-6.75,-119.5,-125.25,5.75,2.0,13.0,-0.25,4.0,170.75,-3.0,-3.1916666666666664
89,reg,2018101411,TEN,BAL,6,2018,http://www.nfl.com/liveupdate/game-center/2018101411/2018101411_gtd.json,0,21,0,-7.5,-123.5,-139.75,16.25,-1.0,-6.0,-0.5,-0.5,-1.5,7.0,-0.5791666666666657
90,reg,2018101410,DAL,JAX,6,2018,http://www.nfl.com/liveupdate/game-center/2018101410/2018101410_gtd.json,40,7,1,-4.5,-102.5,-144.25,41.75,-1.75,-21.5,-1.5,0.0,9.75,0.75,-1.5416666666666679
91,reg,2018101412,NE,KC,6,2018,http://www.nfl.com/liveupdate/game-center/2018101412/2018101412_gtd.json,43,40,1,-5.25,-76.25,-69.0,-7.25,-4.75,-38.0,0.75,1.25,60.25,-6.5,-2.916666666666668
92,reg,2018101500,GB,SF,6,2018,http://www.nfl.com/liveupdate/game-center/2018101500/2018101500_gtd.json,33,30,1,-2.25,18.0,56.5,-38.5,-0.25,3.5,-0.25,-1.0,-31.25,-5.25,2.4208333333333414
93,reg,2018101800,ARI,DEN,7,2018,http://www.nfl.com/liveupdate/game-center/2018101800/2018101800_gtd.json,10,45,0,-7.75,-124.75,-82.25,-42.5,-1.75,-23.5,0.75,0.25,38.25,7.75,-3.3375000000000057
94,reg,2018102100,LAC,TEN,7,2018,http://www.nfl.com/liveupdate/game-center/2018102100/2018102100_gtd.json,20,19,1,5.25,157.0,102.75,54.25,2.75,24.5,0.0,-1.75,-100.5,-6.5,1.8874999999999957
95,reg,2018102104,JAX,HOU,7,2018,http://www.nfl.com/liveupdate/game-center/2018102104/2018102104_gtd.json,7,20,0,-4.25,-32.5,-42.25,9.75,-0.5,15.0,0.75,0.75,22.25,-2.75,-3.737499999999997
96,reg,2018102108,PHI,CAR,7,2018,http://www.nfl.com/liveupdate/game-center/2018102108/2018102108_gtd.json,17,21,0,0.5,9.5,32.5,-23.0,2.0,30.25,-0.25,1.0,55.25,1.25,2.5166666666666657
97,reg,2018102107,NYJ,MIN,7,2018,http://www.nfl.com/liveupdate/game-center/2018102107/2018102107_gtd.json,17,37,0,-6.25,-48.0,-105.75,57.75,0.0,2.75,0.0,0.5,36.25,1.75,-1.5375000000000014
98,reg,2018102102,CHI,NE,7,2018,http://www.nfl.com/liveupdate/game-center/2018102102/2018102102_gtd.json,31,38,0,-0.75,-14.75,-9.0,-5.75,1.5,12.75,0.25,0.25,12.25,15.75,2.858333333333327
99,reg,2018102103,IND,BUF,7,2018,http://www.nfl.com/liveupdate/game-center/2018102103/2018102103_gtd.json,37,5,1,8.75,166.25,193.75,-27.5,0.5,6.25,0.5,-2.25,-87.0,5.5,-5.704166666666666
100,reg,2018102109,TB,CLE,7,2018,http://www.nfl.com/liveupdate/game-center/2018102109/2018102109_gtd.json,26,23,1,3.25,42.25,109.5,-67.25,-0.25,7.0,1.0,-3.5,-159.0,2.0,-3.162499999999998
101,reg,2018102106,MIA,DET,7,2018,http://www.nfl.com/liveupdate/game-center/2018102106/2018102106_gtd.json,21,32,0,-5.5,-26.0,-10.75,-15.25,0.75,2.75,1.5,1.5,61.5,-4.5,-3.7875000000000014
102,reg,2018102101,BAL,NO,7,2018,http://www.nfl.com/liveupdate/game-center/2018102101/2018102101_gtd.json,23,24,0,-2.5,-20.25,-5.0,-15.25,1.0,-14.0,0.25,2.75,109.25,3.5,0.4583333333333357
103,reg,2018102110,WAS,DAL,7,2018,http://www.nfl.com/liveupdate/game-center/2018102110/2018102110_gtd.json,20,17,1,-1.0,-24.0,38.75,-62.75,1.25,16.25,-0.25,0.5,7.5,-0.75,-0.7958333333333343
104,reg,2018102111,SF,LA,7,2018,http://www.nfl.com/liveupdate/game-center/2018102111/2018102111_gtd.json,10,39,0,-3.25,-92.75,-62.5,-30.25,1.0,11.5,1.25,2.25,102.0,-2.25,-0.020833333333328596
105,reg,2018102105,KC,CIN,7,2018,http://www.nfl.com/liveupdate/game-center/2018102105/2018102105_gtd.json,45,10,1,1.5,72.5,45.25,27.25,2.5,34.0,-0.5,-1.5,-46.0,16.25,2.312500000000007
106,reg,2018102200,ATL,NYG,7,2018,http://www.nfl.com/liveupdate/game-center/2018102200/2018102200_gtd.json,23,20,1,4.75,33.0,59.0,-26.0,1.25,11.0,-1.25,0.0,-50.0,-12.75,1.1666666666666679
107,reg,2018102500,HOU,MIA,8,2018,http://www.nfl.com/liveupdate/game-center/2018102500/2018102500_gtd.json,42,23,1,3.75,21.0,28.5,-7.5,-0.75,-31.75,-0.5,-0.25,0.25,1.5,4.325000000000003
108,reg,2018102800,JAX,PHI,8,2018,http://www.nfl.com/liveupdate/game-center/2018102800/2018102800_gtd.json,18,24,0,-3.25,-12.25,-11.75,-0.5,-1.0,-2.5,2.25,0.25,-13.75,-3.5,-3.24166666666666
109,reg,2018102805,KC,DEN,8,2018,http://www.nfl.com/liveupdate/game-center/2018102805/2018102805_gtd.json,30,23,1,3.5,95.0,65.5,29.5,3.5,31.0,0.25,-3.5,-136.75,0.25,3.400000000000002
110,reg,2018102807,PIT,CLE,8,2018,http://www.nfl.com/liveupdate/game-center/2018102807/2018102807_gtd.json,33,18,1,2.0,8.5,59.0,-50.5,-1.0,8.5,-1.0,-3.5,-190.0,3.75,-1.7791666666666686
111,reg,2018102806,NYG,WAS,8,2018,http://www.nfl.com/liveupdate/game-center/2018102806/2018102806_gtd.json,13,20,0,1.75,75.75,111.75,-36.0,0.25,16.5,0.75,-0.75,-4.25,5.0,-3.3374999999999986
112,reg,2018102804,DET,SEA,8,2018,http://www.nfl.com/liveupdate/game-center/2018102804/2018102804_gtd.json,14,28,0,2.25,37.25,45.25,-8.0,-1.25,1.0,0.0,-1.5,-53.5,4.0,0.7625000000000028
113,reg,2018102803,CIN,TB,8,2018,http://www.nfl.com/liveupdate/game-center/2018102803/2018102803_gtd.json,37,34,1,-6.75,-119.75,-112.5,-7.25,-1.5,-18.5,-2.5,0.75,31.0,-6.25,-3.7625000000000064
114,reg,2018102802,CHI,NYJ,8,2018,http://www.nfl.com/liveupdate/game-center/2018102802/2018102802_gtd.json,24,10,1,9.75,98.0,92.0,6.0,-0.75,-3.75,-0.25,-1.75,-98.25,-1.75,2.9625000000000057
