,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,h_win,a_win,h_totfd,a_totfd,h_totyds,a_totyds,h_pyds,a_pyds,h_ryds,a_ryds,h_pen,a_pen,h_penyds,a_penyds,h_trnovr,a_trnovr,h_pt,a_pt,h_ptyds,a_ptyds,h_ptavg,a_ptavg,h_top,a_top
106,reg,2017102600,BAL,MIA,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102600/2017102600_gtd.json,40,0,1,0,19,13,295,196,121,151,174,45,5,7,40,43,0,2,5,8,225,328,44,40,31.233333333333334,28.766666666666666
107,reg,2017102900,CLE,MIN,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102900/2017102900_gtd.json,16,33,0,1,16,26,276,375,161,287,115,88,5,5,74,58,2,1,6,6,279,221,44,35,22.133333333333333,37.86666666666667
108,reg,2017102905,NYJ,ATL,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102905/2017102905_gtd.json,20,25,0,1,15,18,279,386,236,246,43,140,6,6,50,68,1,2,5,5,262,214,46,42,31.683333333333334,28.316666666666666
109,reg,2017102907,TB,CAR,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102907/2017102907_gtd.json,3,17,0,1,16,14,279,254,194,154,85,100,6,5,55,51,3,1,6,7,274,353,42,47,27.816666666666666,32.18333333333333
110,reg,2017102906,PHI,SF,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102906/2017102906_gtd.json,33,10,1,0,19,14,304,238,192,144,112,94,4,6,35,69,1,2,6,8,275,364,41,41,32.95,27.05
111,reg,2017102904,NO,CHI,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102904/2017102904_gtd.json,20,12,1,0,19,17,387,307,286,150,101,157,7,4,51,31,2,1,4,5,204,270,46,46,31.383333333333333,28.616666666666667
112,reg,2017102903,NE,LAC,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102903/2017102903_gtd.json,21,13,1,0,27,16,414,349,317,192,97,157,6,10,80,77,0,1,3,5,130,225,46,40,36.983333333333334,23.016666666666666
113,reg,2017102901,BUF,OAK,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102901/2017102901_gtd.json,34,14,1,0,17,23,331,367,165,313,166,54,11,6,95,50,0,4,5,4,226,153,43,34,35.61666666666667,24.383333333333333
114,reg,2017102902,CIN,IND,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102902/2017102902_gtd.json,24,23,1,0,17,19,276,331,218,216,58,115,5,7,54,45,2,1,4,5,197,183,34,26,26.783333333333335,33.21666666666667
115,reg,2017102908,SEA,HOU,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102908/2017102908_gtd.json,41,38,1,0,21,25,479,509,446,367,33,142,10,8,120,93,1,3,5,5,237,265,42,51,29.633333333333333,30.366666666666667
116,reg,2017102909,WAS,DAL,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102909/2017102909_gtd.json,19,33,0,1,16,18,285,307,236,138,49,169,5,8,32,89,3,1,3,3,140,137,40,46,26.683333333333334,33.31666666666667
117,reg,2017102910,DET,PIT,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017102910/2017102910_gtd.json,15,20,0,1,21,17,482,392,411,317,71,75,6,5,57,37,1,2,3,4,119,188,40,42,31.616666666666667,28.383333333333333
118,reg,2017103000,KC,DEN,8,2017,POST,http://www.nfl.com/liveupdate/game-center/2017103000/2017103000_gtd.json,29,19,1,0,16,23,276,364,197,187,79,177,7,7,69,53,2,5,5,4,209,162,41,41,28.616666666666667,31.383333333333333
119,reg,2017110200,NYJ,BUF,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110200/2017110200_gtd.json,34,21,1,0,21,20,331,307,137,244,194,63,10,11,66,99,0,3,5,6,208,278,38,44,33.5,26.5
120,reg,2017110501,HOU,IND,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110501/2017110501_gtd.json,14,20,0,1,19,17,288,371,194,279,94,92,7,6,74,68,1,1,8,6,390,249,43,41,29.016666666666666,30.983333333333334
121,reg,2017110502,JAX,CIN,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110502/2017110502_gtd.json,23,7,1,0,26,8,407,148,259,119,148,29,5,8,50,78,1,0,2,7,94,336,37,35,40.233333333333334,19.766666666666666
122,reg,2017110503,NO,TB,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110503/2017110503_gtd.json,30,10,1,0,21,14,407,200,256,113,151,87,4,7,28,50,2,1,2,7,91,239,46,31,32.3,27.7
123,reg,2017110504,NYG,LA,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110504/2017110504_gtd.json,17,51,0,1,17,20,319,473,208,311,111,162,4,6,52,55,3,0,5,2,213,75,23,38,29.5,30.5
124,reg,2017110500,CAR,ATL,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110500/2017110500_gtd.json,20,17,1,0,20,17,330,355,129,302,201,53,5,8,29,70,2,1,5,4,249,196,47,49,32.86666666666667,27.133333333333333
125,reg,2017110505,PHI,DEN,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110505/2017110505_gtd.json,51,23,1,0,25,14,419,226,222,191,197,35,5,14,35,105,1,2,2,6,108,302,32,47,29.9,30.1
126,reg,2017110506,TEN,BAL,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110506/2017110506_gtd.json,23,20,1,0,14,24,257,341,186,268,71,73,3,6,39,39,1,2,5,4,256,180,47,40,27.633333333333333,32.36666666666667
127,reg,2017110507,SF,ARI,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110507/2017110507_gtd.json,10,20,0,1,17,20,329,368,266,201,63,167,8,2,53,25,2,2,8,6,352,270,42,43,23.633333333333333,36.36666666666667
128,reg,2017110508,SEA,WAS,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110508/2017110508_gtd.json,14,17,0,1,22,16,437,244,289,193,148,51,16,7,138,62,2,1,6,8,263,320,39,34,32.31666666666667,27.683333333333334
129,reg,2017110509,DAL,KC,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110509/2017110509_gtd.json,28,17,1,0,24,17,375,323,244,255,131,68,5,8,65,52,0,1,5,5,195,231,39,42,31.283333333333335,28.716666666666665
130,reg,2017110510,MIA,OAK,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110510/2017110510_gtd.json,24,27,0,1,23,20,395,379,309,295,86,84,11,10,107,105,1,2,5,3,221,140,40,45,29.066666666666666,30.933333333333334
131,reg,2017110600,GB,DET,9,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110600/2017110600_gtd.json,17,30,0,1,21,24,311,417,233,353,78,64,2,2,20,19,0,1,3,0,128,0,40,0,23.083333333333332,36.916666666666664
132,reg,2017110900,ARI,SEA,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017110900/2017110900_gtd.json,16,22,0,1,24,14,290,287,256,212,34,75,9,12,58,108,1,0,5,8,230,398,38,42,29.116666666666667,30.883333333333333
133,reg,2017111201,CHI,GB,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111201/2017111201_gtd.json,16,23,0,1,14,18,323,342,268,182,55,160,8,5,78,35,1,0,5,4,241,160,40,38,26.116666666666667,33.88333333333333
134,reg,2017111202,DET,CLE,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111202/2017111202_gtd.json,38,24,1,0,16,26,345,413,241,212,104,201,7,7,81,60,1,2,4,5,176,241,36,37,25.433333333333334,34.56666666666667
135,reg,2017111203,IND,PIT,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111203/2017111203_gtd.json,17,20,0,1,13,18,267,316,196,228,71,88,9,9,82,70,1,1,7,6,328,297,46,47,30.033333333333335,29.966666666666665
136,reg,2017111204,JAX,LAC,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111204/2017111204_gtd.json,20,17,1,0,20,16,398,322,263,235,135,87,9,7,106,77,2,2,9,10,431,485,42,42,35.016666666666666,31.783333333333335
137,reg,2017111200,BUF,NO,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111200/2017111200_gtd.json,10,47,0,1,10,32,198,482,129,184,69,298,8,4,56,41,1,1,6,0,272,0,42,0,18.616666666666667,41.38333333333333
138,reg,2017111205,TB,NYJ,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111205/2017111205_gtd.json,15,10,1,0,17,15,271,275,181,219,90,56,6,8,50,77,1,2,6,7,260,354,37,44,31.9,28.1
139,reg,2017111207,WAS,MIN,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111207/2017111207_gtd.json,30,38,0,1,24,21,394,406,313,304,81,102,2,3,15,40,1,2,1,2,52,79,43,40,31.1,28.9
140,reg,2017111206,TEN,CIN,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111206/2017111206_gtd.json,24,20,1,0,27,15,416,308,236,255,180,53,5,12,55,84,2,2,6,7,339,351,42,48,40.15,19.85
141,reg,2017111208,LA,HOU,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111208/2017111208_gtd.json,33,7,1,0,19,17,443,283,339,194,104,89,10,8,86,60,0,4,4,6,205,281,42,38,31.516666666666666,28.483333333333334
142,reg,2017111209,ATL,DAL,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111209/2017111209_gtd.json,27,7,1,0,22,18,336,233,204,126,132,107,5,5,35,54,1,2,2,4,85,171,37,38,32.1,27.9
143,reg,2017111210,SF,NYG,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111210/2017111210_gtd.json,31,21,1,0,21,19,474,374,288,260,186,114,6,4,44,35,2,1,1,3,45,124,45,34,29.0,31.0
144,reg,2017111211,DEN,NE,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111211/2017111211_gtd.json,16,41,0,1,17,28,339,396,221,297,118,99,5,1,28,5,2,0,3,1,95,46,24,46,30.283333333333335,29.716666666666665
145,reg,2017111300,CAR,MIA,10,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111300/2017111300_gtd.json,45,21,1,0,30,17,548,313,254,213,294,100,6,7,37,57,0,1,2,4,85,167,33,39,35.65,24.35
146,reg,2017111600,PIT,TEN,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111600/2017111600_gtd.json,40,17,1,0,25,17,349,316,284,264,65,52,7,9,61,65,0,4,3,3,152,142,47,40,31.666666666666668,28.333333333333332
147,reg,2017111900,CHI,DET,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111900/2017111900_gtd.json,24,27,0,1,24,20,398,352,176,287,222,65,5,6,64,49,1,1,4,4,186,172,41,40,29.4,30.6
148,reg,2017111901,CLE,JAX,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111901/2017111901_gtd.json,7,19,0,1,11,15,184,284,134,145,50,139,0,6,0,40,5,1,8,9,376,354,40,36,23.083333333333332,36.916666666666664
149,reg,2017111902,GB,BAL,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111902/2017111902_gtd.json,0,23,0,1,16,14,265,219,190,161,75,58,5,3,53,30,5,1,5,7,202,290,35,37,29.95,30.05
150,reg,2017111903,HOU,ARI,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111903/2017111903_gtd.json,31,21,1,0,22,17,357,292,223,244,134,48,6,10,42,90,2,2,6,6,281,279,42,45,33.766666666666666,26.233333333333334
151,reg,2017111911,MIA,TB,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111911/2017111911_gtd.json,20,30,0,1,18,19,448,321,365,268,83,53,17,9,123,82,5,0,2,6,106,249,50,38,28.183333333333334,31.816666666666666
152,reg,2017111904,MIN,LA,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111904/2017111904_gtd.json,24,7,1,0,27,15,451,254,280,209,171,45,7,8,65,60,0,1,3,6,137,254,42,41,37.36666666666667,22.633333333333333
153,reg,2017111906,NYG,KC,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111906/2017111906_gtd.json,12,9,1,0,20,22,317,363,205,229,112,134,5,9,48,87,1,3,6,5,272,215,43,41,30.833333333333332,37.266666666666666
154,reg,2017111905,NO,WAS,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111905/2017111905_gtd.json,34,31,1,0,27,24,535,456,375,300,160,156,7,9,54,67,1,0,3,5,119,248,40,38,30.4,32.18333333333333
155,reg,2017111907,LAC,BUF,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111907/2017111907_gtd.json,54,24,1,0,28,18,429,393,283,220,146,173,1,6,13,48,0,6,2,3,73,120,35,39,36.083333333333336,23.916666666666668
156,reg,2017111908,DEN,CIN,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111908/2017111908_gtd.json,17,20,0,1,20,12,341,190,229,141,112,49,5,3,50,14,2,0,5,8,222,318,44,32,35.18333333333333,24.816666666666666
157,reg,2017111909,OAK,NE,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111909/2017111909_gtd.json,8,33,0,1,21,25,344,420,235,331,109,89,8,2,66,10,2,0,3,2,137,95,32,48,32.38333333333333,27.616666666666667
158,reg,2017111910,DAL,PHI,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017111910/2017111910_gtd.json,9,37,0,1,14,17,225,383,113,168,112,215,2,3,10,30,4,0,5,6,234,275,47,43,30.516666666666666,29.483333333333334
159,reg,2017112000,SEA,ATL,11,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112000/2017112000_gtd.json,31,34,0,1,26,22,360,279,224,190,136,89,9,7,106,69,2,1,1,3,43,116,43,39,29.65,30.35
160,reg,2017112300,DET,MIN,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112300/2017112300_gtd.json,23,30,0,1,17,28,289,408,236,272,53,136,8,9,54,74,2,0,4,4,180,171,42,35,25.05,34.95
161,reg,2017112301,DAL,LAC,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112301/2017112301_gtd.json,6,28,0,1,14,25,247,515,168,434,79,81,7,5,60,56,2,0,5,0,208,0,42,0,23.916666666666668,36.083333333333336
162,reg,2017112302,WAS,NYG,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112302/2017112302_gtd.json,20,10,1,0,17,7,323,170,201,86,122,84,8,6,55,79,1,1,7,9,308,371,40,39,34.61666666666667,25.383333333333333
163,reg,2017112603,KC,BUF,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112603/2017112603_gtd.json,10,16,0,1,14,17,236,268,181,164,55,104,6,6,50,50,1,0,8,7,390,288,41,41,26.7,33.3
164,reg,2017112602,IND,TEN,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112602/2017112602_gtd.json,16,20,0,1,15,19,254,276,165,184,89,92,9,2,67,15,1,2,5,3,235,139,46,46,31.366666666666667,28.633333333333333
165,reg,2017112601,CIN,CLE,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112601/2017112601_gtd.json,30,16,1,0,23,21,361,405,209,236,152,169,4,7,35,69,0,0,2,3,71,108,29,26,30.533333333333335,29.466666666666665
166,reg,2017112600,ATL,TB,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112600/2017112600_gtd.json,34,20,1,0,23,27,516,373,368,279,148,94,4,2,42,15,1,0,2,3,104,160,32,45,30.1,29.9
167,reg,2017112604,NE,MIA,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112604/2017112604_gtd.json,35,17,1,0,25,15,417,221,221,154,196,67,7,6,70,52,2,3,3,5,122,208,34,41,32.68333333333333,27.316666666666666
168,reg,2017112606,PHI,CHI,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112606/2017112606_gtd.json,31,3,1,0,24,8,420,140,244,134,176,6,11,9,70,56,3,2,2,6,87,251,44,39,37.13333333333333,22.866666666666667
169,reg,2017112605,NYJ,CAR,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112605/2017112605_gtd.json,27,35,0,1,21,17,391,299,282,154,109,145,7,10,68,84,1,0,7,6,318,284,32,46,28.166666666666668,31.833333333333332
170,reg,2017112608,SF,SEA,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112608/2017112608_gtd.json,13,24,0,1,16,20,280,318,196,228,84,90,7,6,74,35,1,1,9,6,342,287,37,38,30.483333333333334,29.516666666666666
171,reg,2017112607,LA,NO,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112607/2017112607_gtd.json,26,20,1,0,24,14,415,346,327,223,88,123,9,7,90,112,1,0,3,7,138,371,46,45,35.43333333333333,24.566666666666666
172,reg,2017112609,ARI,JAX,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112609/2017112609_gtd.json,27,24,1,0,20,19,344,219,236,128,108,91,10,5,98,45,2,3,6,8,274,396,40,40,34.65,25.35
173,reg,2017112610,OAK,DEN,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112610/2017112610_gtd.json,21,14,1,0,21,12,348,219,244,160,104,59,7,9,68,75,1,1,6,8,261,359,42,42,35.9,24.1
174,reg,2017112611,PIT,GB,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112611/2017112611_gtd.json,31,28,1,0,28,15,462,307,341,227,121,80,5,3,45,27,3,0,3,5,97,241,32,46,33.6,26.4
175,reg,2017112700,BAL,HOU,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112700/2017112700_gtd.json,23,16,1,0,17,20,294,303,155,237,139,66,7,6,89,36,0,3,6,4,308,174,48,44,29.733333333333334,30.266666666666666
176,reg,2017113000,DAL,WAS,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017113000/2017113000_gtd.json,38,14,1,0,21,15,275,280,93,224,182,56,3,7,25,43,0,4,5,5,211,213,41,25,32.46666666666667,27.533333333333335
177,reg,2017120300,ATL,MIN,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120300/2017120300_gtd.json,9,14,0,1,15,22,275,312,173,207,102,105,7,6,55,51,0,0,4,5,197,225,47,43,25.966666666666665,34.03333333333333
178,reg,2017120309,TEN,HOU,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120309/2017120309_gtd.json,24,13,1,0,19,24,344,384,146,331,198,53,7,11,63,85,1,1,4,3,199,139,43,33,26.183333333333334,33.81666666666667
179,reg,2017120308,NYJ,KC,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120308/2017120308_gtd.json,38,31,1,0,30,17,488,474,331,362,157,112,5,8,40,30,0,0,2,2,73,98,25,49,42.81666666666667,17.183333333333334
180,reg,2017120306,MIA,DEN,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120306/2017120306_gtd.json,35,9,1,0,15,14,367,270,222,167,145,103,7,9,85,57,3,3,9,8,386,340,41,32,34.36666666666667,25.633333333333333
181,reg,2017120305,JAX,IND,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120305/2017120305_gtd.json,30,10,1,0,22,17,426,290,330,149,96,141,6,4,55,31,0,2,2,4,76,187,38,42,33.78333333333333,26.216666666666665
182,reg,2017120304,GB,TB,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120304/2017120304_gtd.json,26,20,1,0,16,25,276,395,77,230,199,165,7,8,47,74,1,1,4,5,181,176,42,35,26.733333333333334,37.28333333333333
183,reg,2017120301,BAL,DET,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120301/2017120301_gtd.json,44,20,1,0,24,18,370,372,269,294,101,78,2,6,25,45,0,3,5,6,209,275,39,41,29.85,30.15
184,reg,2017120302,BUF,NE,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120302/2017120302_gtd.json,3,23,0,1,16,23,268,435,85,244,183,191,3,9,34,66,1,1,4,3,195,105,41,35,25.983333333333334,34.016666666666666
185,reg,2017120303,CHI,SF,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120303/2017120303_gtd.json,14,15,0,1,8,23,147,388,85,278,62,110,4,8,29,53,0,1,5,2,199,72,36,2,21.216666666666665,38.78333333333333
186,reg,2017120310,LAC,CLE,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120310/2017120310_gtd.json,19,10,1,0,23,17,429,291,335,202,94,89,5,4,62,24,0,2,2,3,73,117,31,36,34.95,25.05
187,reg,2017120312,OAK,NYG,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120312/2017120312_gtd.json,24,17,1,0,18,15,401,265,282,200,119,65,6,1,42,5,1,2,4,7,200,339,43,45,31.316666666666666,28.683333333333334
188,reg,2017120307,NO,CAR,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120307/2017120307_gtd.json,31,21,1,0,19,16,400,279,252,167,148,112,7,6,68,54,1,1,4,5,184,215,41,42,33.35,26.65
189,reg,2017120311,ARI,LA,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120311/2017120311_gtd.json,16,32,0,1,19,18,312,303,194,213,118,90,4,7,25,36,2,1,5,4,254,207,35,49,31.033333333333335,28.966666666666665
190,reg,2017120313,SEA,PHI,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120313/2017120313_gtd.json,24,10,1,0,20,25,310,425,209,327,101,98,5,7,46,64,0,2,5,3,199,123,40,40,28.1,31.9
191,reg,2017120400,CIN,PIT,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120400/2017120400_gtd.json,20,23,0,1,19,24,353,374,223,282,130,92,13,7,173,66,0,1,5,4,246,178,48,42,30.183333333333334,29.816666666666666
192,reg,2017120700,ATL,NO,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120700/2017120700_gtd.json,20,17,1,0,26,18,343,306,211,256,132,50,4,11,35,87,3,1,2,5,83,208,42,41,34.68333333333333,25.316666666666666
193,reg,2017121000,BUF,IND,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121000/2017121000_gtd.json,13,7,1,0,14,16,319,227,92,64,227,163,2,2,10,20,2,0,6,7,230,269,38,36,32.416666666666664,36.03333333333333
194,reg,2017121012,NYG,DAL,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121012/2017121012_gtd.json,10,30,0,1,21,19,330,454,228,332,102,122,7,8,69,51,2,0,8,4,347,190,34,43,32.88333333333333,27.116666666666667
195,reg,2017121007,TB,DET,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121007/2017121007_gtd.json,21,24,0,1,28,21,400,434,267,381,133,53,7,8,65,105,5,3,3,5,148,207,44,33,30.216666666666665,29.783333333333335
196,reg,2017121006,KC,OAK,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121006/2017121006_gtd.json,26,15,1,0,23,15,408,268,243,198,165,70,7,7,69,39,1,3,3,7,103,286,34,36,36.666666666666664,23.333333333333332
197,reg,2017121004,HOU,SF,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121004/2017121004_gtd.json,16,26,0,1,18,20,311,416,221,314,90,102,8,11,81,87,1,1,6,5,314,207,43,41,25.183333333333334,34.81666666666667
198,reg,2017121003,CLE,GB,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121003/2017121003_gtd.json,21,27,0,1,17,24,345,341,209,256,136,85,6,3,45,20,2,0,4,4,209,191,37,42,28.633333333333333,36.28333333333333
199,reg,2017121002,CIN,CHI,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121002/2017121002_gtd.json,7,33,0,1,14,29,234,482,164,250,70,232,7,10,56,74,2,0,5,3,251,142,49,43,21.85,38.15
200,reg,2017121001,CAR,MIN,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121001/2017121001_gtd.json,31,24,1,0,15,21,345,356,129,256,216,100,6,2,48,30,1,3,6,3,260,131,34,41,31.3,28.7
201,reg,2017121010,LAC,WAS,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121010/2017121010_gtd.json,30,13,1,0,24,9,488,201,314,136,174,65,5,4,40,48,1,1,5,8,266,347,46,37,35.333333333333336,24.666666666666668
202,reg,2017121009,DEN,NYJ,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121009/2017121009_gtd.json,23,0,1,0,17,6,273,100,189,41,84,59,3,4,21,20,0,2,5,8,247,365,42,38,37.583333333333336,22.416666666666668
203,reg,2017121008,ARI,TEN,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121008/2017121008_gtd.json,12,7,1,0,16,14,261,204,125,139,136,65,5,6,30,48,0,2,6,6,270,313,43,47,33.81666666666667,26.183333333333334
204,reg,2017121011,LA,PHI,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121011/2017121011_gtd.json,35,43,0,1,17,29,307,455,198,316,109,139,7,10,102,67,2,1,5,4,282,142,50,29,20.8,39.2
205,reg,2017121005,JAX,SEA,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121005/2017121005_gtd.json,30,24,1,0,19,17,425,401,268,260,157,141,7,6,48,73,1,3,5,4,194,181,38,27,33.016666666666666,26.983333333333334
206,reg,2017121013,PIT,BAL,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121013/2017121013_gtd.json,39,38,1,0,31,26,545,413,486,261,59,152,6,5,101,35,0,1,3,3,141,125,47,42,33.833333333333336,26.166666666666668
207,reg,2017121100,MIA,NE,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121100/2017121100_gtd.json,27,20,1,0,21,14,362,248,242,223,120,25,8,9,102,78,0,2,7,7,315,334,40,46,36.15,23.85
208,reg,2017121400,IND,DEN,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121400/2017121400_gtd.json,13,25,0,1,15,23,228,462,158,249,70,213,4,12,39,80,0,1,4,1,164,52,41,52,23.15,36.85
209,reg,2017121600,DET,CHI,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121600/2017121600_gtd.json,20,10,1,0,18,22,293,349,202,306,91,43,8,13,58,97,1,3,4,5,182,225,40,36,29.083333333333332,30.916666666666668
210,reg,2017121601,KC,LAC,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121601/2017121601_gtd.json,30,13,1,0,20,20,397,307,223,209,174,98,7,9,71,61,0,4,3,3,129,149,41,43,33.35,26.65
211,reg,2017121703,JAX,HOU,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121703/2017121703_gtd.json,45,7,1,0,25,9,464,186,326,99,138,87,8,14,54,127,0,1,6,11,283,518,45,42,33.3,26.7
212,reg,2017121702,CLE,BAL,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121702/2017121702_gtd.json,10,27,0,1,15,23,266,376,136,279,130,97,6,7,35,57,4,0,5,5,216,215,43,41,23.2,36.8
213,reg,2017121701,CAR,GB,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121701/2017121701_gtd.json,31,24,1,0,29,24,387,384,236,264,151,120,5,6,40,28,0,4,4,2,174,82,40,39,33.95,26.05
214,reg,2017121700,BUF,MIA,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121700/2017121700_gtd.json,24,16,1,0,21,21,328,349,212,249,116,100,3,7,28,60,0,3,5,4,205,187,34,41,27.583333333333332,32.416666666666664
215,reg,2017121704,MIN,CIN,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121704/2017121704_gtd.json,34,7,1,0,18,8,346,161,222,115,124,46,11,5,93,44,1,2,5,8,217,365,41,41,35.86666666666667,24.133333333333333
216,reg,2017121707,WAS,ARI,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121707/2017121707_gtd.json,20,15,1,0,14,19,218,286,187,145,31,141,7,8,82,71,1,2,6,5,319,251,43,47,23.733333333333334,36.266666666666666
217,reg,2017121706,NYG,PHI,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121706/2017121706_gtd.json,29,34,0,1,27,22,504,341,429,233,75,108,5,7,67,44,1,0,3,4,74,187,19,40,29.116666666666667,30.883333333333333
