,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,h_win,a_win,h_totfd,a_totfd,h_totyds,a_totyds,h_pyds,a_pyds,h_ryds,a_ryds,h_pen,a_pen,h_penyds,a_penyds,h_trnovr,a_trnovr,h_pt,a_pt,h_ptyds,a_ptyds,h_ptavg,a_ptavg,h_top,a_top
218,reg,2017121705,NO,NYJ,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121705/2017121705_gtd.json,31,19,1,0,23,19,416,294,285,170,131,124,8,8,92,50,3,2,4,7,187,316,47,40,29.166666666666668,30.833333333333332
219,reg,2017121708,SEA,LA,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121708/2017121708_gtd.json,7,42,0,1,11,19,149,352,71,108,78,244,9,3,60,25,2,1,9,5,427,213,31,39,23.233333333333334,36.766666666666666
220,reg,2017121710,SF,TEN,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121710/2017121710_gtd.json,25,23,1,0,23,23,414,328,363,238,51,90,7,3,70,22,0,1,1,2,43,111,43,50,32.583333333333336,27.416666666666668
221,reg,2017121709,PIT,NE,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121709/2017121709_gtd.json,24,27,0,1,21,21,413,360,270,283,143,77,6,2,63,4,1,1,4,2,171,96,40,47,35.11666666666667,24.883333333333333
222,reg,2017121711,OAK,DAL,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121711/2017121711_gtd.json,17,20,0,1,19,21,293,330,171,204,122,126,14,7,105,100,1,2,4,2,182,86,42,43,27.666666666666668,32.333333333333336
223,reg,2017121800,TB,ATL,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121800/2017121800_gtd.json,21,24,0,1,22,24,373,410,289,209,84,201,7,6,53,60,1,0,4,4,191,161,39,33,26.75,33.25
224,reg,2017122300,BAL,IND,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122300/2017122300_gtd.json,23,16,1,0,23,17,323,296,220,203,103,93,5,2,25,19,0,0,3,2,71,74,16,37,35.8,24.2
225,reg,2017122301,GB,MIN,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122301/2017122301_gtd.json,0,16,0,1,12,15,239,236,126,124,113,112,6,2,79,10,2,0,6,7,231,277,37,35,28.383333333333333,31.616666666666667
226,reg,2017122402,CIN,DET,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122402/2017122402_gtd.json,26,17,1,0,28,15,364,276,222,189,142,87,5,9,60,74,1,1,4,5,152,202,38,36,32.483333333333334,27.516666666666666
227,reg,2017122403,KC,MIA,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122403/2017122403_gtd.json,29,13,1,0,23,15,404,345,301,286,103,59,5,11,40,75,0,2,1,2,49,59,49,29,37.88333333333333,22.116666666666667
228,reg,2017122404,NE,BUF,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122404/2017122404_gtd.json,37,16,1,0,28,17,411,326,218,242,193,84,2,4,10,83,1,0,1,3,44,144,44,42,31.733333333333334,28.266666666666666
229,reg,2017122401,CHI,CLE,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122401/2017122401_gtd.json,20,3,1,0,16,12,258,253,161,178,97,75,4,8,25,60,0,3,8,7,361,334,39,41,33.233333333333334,26.766666666666666
230,reg,2017122400,CAR,TB,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122400/2017122400_gtd.json,22,19,1,0,20,20,255,392,140,326,115,66,6,12,50,72,1,3,3,1,119,50,40,47,30.5,29.5
231,reg,2017122405,NO,ATL,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122405/2017122405_gtd.json,23,13,1,0,15,15,315,331,229,264,86,67,3,10,30,91,1,2,6,5,268,234,40,38,33.8,26.2
232,reg,2017122408,WAS,DEN,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122408/2017122408_gtd.json,27,11,1,0,19,18,386,330,299,171,87,159,6,3,35,30,2,3,5,6,247,247,46,41,29.55,30.45
233,reg,2017122407,TEN,LA,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122407/2017122407_gtd.json,23,27,0,1,19,20,366,402,269,286,97,116,5,5,54,44,1,1,4,4,145,200,36,42,29.933333333333334,30.066666666666666
234,reg,2017122406,NYJ,LAC,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122406/2017122406_gtd.json,7,14,0,1,13,21,295,379,98,290,197,89,5,8,34,80,3,0,9,9,421,416,44,43,27.033333333333335,32.96666666666667
235,reg,2017122409,SF,JAX,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122409/2017122409_gtd.json,44,33,1,0,26,32,369,472,238,380,131,92,8,12,68,99,1,3,3,4,131,156,44,30,29.183333333333334,30.816666666666666
236,reg,2017122411,DAL,SEA,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122411/2017122411_gtd.json,12,21,0,1,21,15,283,136,155,60,128,76,7,11,75,142,3,0,2,7,100,323,46,42,32.833333333333336,27.166666666666668
237,reg,2017122410,ARI,NYG,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122410/2017122410_gtd.json,23,0,1,0,19,12,289,293,215,250,74,43,6,10,45,101,2,3,7,6,329,263,41,39,33.21666666666667,26.783333333333335
238,reg,2017122500,HOU,PIT,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122500/2017122500_gtd.json,6,34,0,1,13,20,227,330,51,226,176,104,7,4,80,24,2,0,7,3,342,143,37,45,29.066666666666666,30.933333333333334
239,reg,2017122501,PHI,OAK,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122501/2017122501_gtd.json,19,10,1,0,12,13,216,274,138,137,78,137,8,7,60,50,2,5,8,5,334,207,39,38,25.65,34.35
240,reg,2017123107,NYG,WAS,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123107/2017123107_gtd.json,18,10,1,0,17,10,381,197,121,136,260,61,3,4,25,35,1,3,9,9,363,426,33,44,31.883333333333333,28.116666666666667
241,reg,2017123106,NE,NYJ,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123106/2017123106_gtd.json,26,6,1,0,28,14,330,247,183,207,147,40,4,9,49,84,0,0,8,7,338,324,42,40,34.81666666666667,25.183333333333334
242,reg,2017123105,MIN,CHI,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123105/2017123105_gtd.json,23,10,1,0,21,12,327,201,180,171,147,30,12,10,103,116,0,0,8,7,358,363,36,45,35.916666666666664,24.083333333333332
243,reg,2017123102,DET,GB,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123102/2017123102_gtd.json,35,11,1,0,18,17,356,256,305,153,51,103,5,8,62,68,0,4,6,6,266,269,33,36,28.216666666666665,31.783333333333335
244,reg,2017123103,IND,HOU,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123103/2017123103_gtd.json,22,13,1,0,20,15,250,209,104,124,146,85,4,7,20,34,0,1,5,4,235,201,48,37,31.216666666666665,28.783333333333335
245,reg,2017123109,PIT,CLE,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123109/2017123109_gtd.json,28,24,1,0,20,17,348,374,224,272,124,102,3,9,15,77,2,2,4,5,144,205,37,39,29.083333333333332,30.916666666666668
246,reg,2017123108,PHI,DAL,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123108/2017123108_gtd.json,0,6,0,1,12,16,219,301,149,172,70,129,7,7,49,64,2,1,7,8,299,356,41,38,29.916666666666668,30.083333333333332
247,reg,2017123114,LA,SF,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123114/2017123114_gtd.json,13,34,0,1,15,25,251,463,149,292,102,171,6,4,46,23,2,3,7,2,341,87,44,41,30.85,29.15
248,reg,2017123113,LAC,OAK,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123113/2017123113_gtd.json,30,10,1,0,26,14,495,336,380,231,115,105,7,6,65,85,0,2,2,3,63,136,32,45,33.333333333333336,26.666666666666668
249,reg,2017123112,DEN,KC,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123112/2017123112_gtd.json,24,27,0,1,22,23,336,379,226,269,110,110,4,4,30,40,3,2,4,5,157,256,40,46,30.95,29.05
250,reg,2017123111,TEN,JAX,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123111/2017123111_gtd.json,15,10,1,0,11,13,232,229,116,146,116,83,2,6,15,41,1,4,9,8,383,336,41,35,33.45,26.55
251,reg,2017123110,TB,NO,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123110/2017123110_gtd.json,31,24,1,0,28,18,455,323,345,231,110,92,2,7,15,38,3,1,2,4,100,185,54,46,31.55,28.45
252,reg,2017123104,MIA,BUF,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123104/2017123104_gtd.json,16,22,0,1,21,23,356,312,263,186,93,126,14,6,145,45,1,0,4,4,186,186,43,39,28.933333333333334,31.066666666666666
253,reg,2017123115,SEA,ARI,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123115/2017123115_gtd.json,24,26,0,1,13,19,296,259,195,143,101,116,8,4,100,25,0,1,8,6,348,319,39,40,27.733333333333334,32.266666666666666
254,reg,2017123100,ATL,CAR,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123100/2017123100_gtd.json,22,10,1,0,20,15,371,248,311,161,60,87,7,5,60,35,0,3,5,7,233,329,44,44,34.7,25.3
255,reg,2017123101,BAL,CIN,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123101/2017123101_gtd.json,27,31,0,1,19,22,312,359,194,213,118,146,5,6,47,60,1,1,8,8,333,342,39,38,31.35,28.65
