,type,game_id,home_team,away_team,week,season,lastN_net_totfd,lastN_net_totyds,lastN_net_pyds,lastN_net_ryds,lastN_net_pen,lastN_net_penyds,lastN_net_trnover,lastN_net_pt,lastN_net_ptyds,lastN_net_ptavg,lastN_net_top,,N = 6 Weeks
156,reg,2018111808,LAC,DEN,11,2018,-2.333333333,6.166666667,-4.666666667,10.83333333,1.333333333,15.83333333,-0.666666667,-0.833333333,-39.66666667,2.5,0.75,,
157,reg,2018111807,ARI,OAK,11,2018,-1,-65,-45.16666667,-19.83333333,-1,-13.5,0.666666667,1.833333333,102.5,4,-2.422222222,,
158,reg,2018111809,NO,PHI,11,2018,4,18,-36.16666667,54.16666667,-0.5,2,-0.5,-2.5,-129.5,-15.33333333,1.863888889,,
159,reg,2018111802,CHI,MIN,11,2018,1.666666667,22.66666667,4.833333333,17.83333333,0.833333333,17,-0.333333333,-0.5,-28.5,-2.666666667,-1.308333333,,
160,reg,2018111900,LA,KC,11,2018,0.166666667,2.666666667,-34.5,37.16666667,-2.666666667,-21,-0.5,0.5,12.16666667,4.833333333,2.069444444,,
161,reg,2018112200,DET,CHI,12,2018,-0.666666667,-56.66666667,-34.83333333,-21.83333333,-0.833333333,-14.33333333,-0.333333333,0.5,39.5,5.833333333,0.180555556,,
162,reg,2018112201,DAL,WAS,12,2018,0.666666667,23.33333333,25.16666667,-1.833333333,-1.833333333,-23.16666667,0.333333333,-1.166666667,-58.33333333,-4.166666667,0.594444444,,
163,reg,2018112202,NO,ATL,12,2018,3.833333333,34.5,-30.83333333,65.33333333,0.166666667,8.5,-0.333333333,-1.666666667,-62.16666667,-8.833333333,3.211111111,,
164,reg,2018112503,CIN,CLE,12,2018,-2.833333333,-50.5,-18,-32.5,-2.166666667,-13,-0.5,-0.666666667,-41.33333333,1.833333333,-5.722222222,,
165,reg,2018112507,TB,SF,12,2018,8.5,122,139.5,-17.5,1.5,5.833333333,1,-1.5,-51.5,-3.333333333,0.505555556,,
166,reg,2018112501,BUF,JAX,12,2018,-0.5,-25.83333333,-52.33333333,26.5,1.333333333,21.66666667,0.333333333,-0.166666667,-19.33333333,-6.166666667,2.669444444,,
167,reg,2018112500,BAL,OAK,12,2018,6.166666667,68.33333333,42.66666667,25.66666667,0,0.333333333,0.166666667,0,10,1.333333333,1.563888889,,
168,reg,2018112502,CAR,SEA,12,2018,-2.166666667,-26.66666667,45.83333333,-72.5,-2,-15,0.333333333,0.333333333,-1,-4.333333333,-4.227777778,,
169,reg,2018112505,NYJ,NE,12,2018,-8.833333333,-97.66666667,-115,17.33333333,0.833333333,7.5,1.333333333,2,86.83333333,7.333333333,-1.111111111,,
170,reg,2018112506,PHI,NYG,12,2018,2.166666667,-18,-10.33333333,-7.666666667,-3,-37.33333333,0.5,-0.666666667,-29.16666667,-0.333333333,2.819444444,,
171,reg,2018112508,LAC,ARI,12,2018,3.833333333,136.6666667,100.1666667,36.5,3.166666667,34.16666667,-1.5,-2.5,-140.6666667,-4.5,3.966666667,,
172,reg,2018112504,IND,MIA,12,2018,6.666666667,79.16666667,57.66666667,21.5,1.166666667,-2,-0.166666667,-2,-78.5,8.666666667,-0.458333333,,
173,reg,2018112509,DEN,PIT,12,2018,-3.833333333,-45.33333333,-39.83333333,-5.5,1,0.5,0,1.5,61.16666667,-1.333333333,-2.744444444,,
174,reg,2018112510,MIN,GB,12,2018,-2,-71.33333333,-57.16666667,-14.16666667,-1,-19.16666667,0.666666667,0.5,34.5,12.33333333,0.508333333,,
175,reg,2018112600,HOU,TEN,12,2018,0,47,39.16666667,7.833333333,1.833333333,-1.166666667,0,0.166666667,3.666666667,-3.666666667,0.569444444,,
176,reg,2018112900,DAL,NO,13,2018,-5.5,-54.66666667,-30,-24.66666667,0.166666667,0,0,2.166666667,94,5.166666667,-1.663888889,,
177,reg,2018120200,ATL,BAL,13,2018,1,52,119.1666667,-67.16666667,-3,-23,0.333333333,-0.666666667,-35.5,-0.666666667,0.230555556,,
178,reg,2018120209,TB,CAR,13,2018,7.333333333,81.16666667,104.6666667,-23.5,2.833333333,11.66666667,2.333333333,-0.666666667,-23.83333333,-5.5,3.852777778,,
179,reg,2018120207,NYG,CHI,13,2018,-2.5,27.16666667,24.83333333,2.333333333,2,24,-0.5,0.166666667,20.83333333,6.5,-2.658333333,,
180,reg,2018120206,MIA,BUF,13,2018,-1,17,28,-11,-3,-27.83333333,-1.166666667,-0.333333333,-1,2.5,-0.969444444,,
181,reg,2018120205,JAX,IND,13,2018,-6.333333333,-115.6666667,-87.5,-28.16666667,-0.5,2.833333333,0.333333333,2.666666667,124.6666667,-2.166666667,0.616666667,,
182,reg,2018120204,HOU,CLE,13,2018,-3.166666667,-4.833333333,-42.83333333,38,-1.333333333,-7.166666667,0,-0.333333333,-17.33333333,2.666666667,-0.216666667,,
183,reg,2018120201,CIN,DEN,13,2018,-0.666666667,-38.5,-16,-22.5,0,-3.833333333,0,-0.166666667,-8.166666667,1.166666667,-2.952777778,,
184,reg,2018120202,DET,LA,13,2018,-3.333333333,-108.1666667,-68.33333333,-39.83333333,-0.833333333,-9.833333333,0.833333333,0.666666667,35.33333333,-2.333333333,0.608333333,,
185,reg,2018120203,GB,ARI,13,2018,3.166666667,122.3333333,99.5,22.83333333,-0.666666667,1.333333333,-1.666666667,-1.166666667,-92.66666667,-8.666666667,0.919444444,,
186,reg,2018120210,OAK,KC,13,2018,-8.166666667,-174.5,-161.3333333,-13.16666667,-2.833333333,-30.83333333,-0.833333333,2,83.83333333,2.5,0.769444444,,
187,reg,2018120211,TEN,NYJ,13,2018,2.666666667,31,-4.666666667,35.66666667,-1.166666667,2.833333333,-1.166666667,-1,-35,1.166666667,2.347222222,,
188,reg,2018120213,SEA,SF,13,2018,3.666666667,51.66666667,17.83333333,33.83333333,2,18.83333333,-1.166666667,-0.833333333,0.666666667,7.5,3.4,,
189,reg,2018120212,NE,MIN,13,2018,3.833333333,61,40,21,-0.333333333,-3,-0.833333333,-1,-43.66666667,-8.166666667,0.905555556,,
190,reg,2018120208,PIT,LAC,13,2018,3.166666667,34.66666667,69.16666667,-34.5,-2.666666667,-20.5,0.666666667,0.166666667,13.66666667,0.666666667,1.505555556,,
191,reg,2018120300,PHI,WAS,13,2018,1.666666667,24.66666667,50.66666667,-26,-2.666666667,-33.5,0,-1.666666667,-69.5,-1.833333333,0.688888889,,
192,reg,2018120600,TEN,JAX,14,2018,2.666666667,58.33333333,50.66666667,7.666666667,-1.666666667,-12,-0.333333333,-1,-48.33333333,-3.666666667,-0.783333333,,
193,reg,2018120900,BUF,NYJ,14,2018,5,87.33333333,31.5,55.83333333,2,31.5,0.333333333,-1.833333333,-91.66666667,-1.666666667,3.716666667,,
194,reg,2018120908,WAS,NYG,14,2018,-0.833333333,-42.66666667,-52.66666667,10,-1.333333333,-11.66666667,0.666666667,0.5,37.83333333,3.833333333,-0.094444444,,
195,reg,2018120907,TB,NO,14,2018,2.166666667,52.5,88.16666667,-35.66666667,3.333333333,21.33333333,1.833333333,1.333333333,60.5,3.333333333,0.097222222,,
196,reg,2018120906,MIA,NE,14,2018,-7.833333333,-135.1666667,-113.3333333,-21.83333333,-0.666666667,3.166666667,0.166666667,1.166666667,56.33333333,1.666666667,-1.788888889,,
197,reg,2018120905,KC,BAL,14,2018,3,101.5,131.3333333,-29.83333333,3.166666667,27.66666667,0.333333333,-0.166666667,-19.16666667,-7,-1.788888889,,
198,reg,2018120904,HOU,IND,14,2018,-4.333333333,-27.5,-69.16666667,41.66666667,-0.833333333,-2,-0.5,1,41.33333333,-6.5,-0.136111111,,
199,reg,2018120903,GB,ATL,14,2018,-3.166666667,-17.66666667,-53.33333333,35.66666667,1,9,-1,2.333333333,99.33333333,-5,-1.033333333,,
200,reg,2018120902,CLE,CAR,14,2018,-2,-35.83333333,6,-41.83333333,2.5,4.166666667,0,1,45.5,-9.333333333,-1.705555556,,
201,reg,2018120910,SF,DEN,14,2018,2.666666667,1,26,-25,-0.333333333,8.166666667,1,-0.5,-39,-3.166666667,2.280555556,,
202,reg,2018120909,LAC,CIN,14,2018,2.833333333,75.5,62.66666667,12.83333333,-0.5,8.666666667,-0.666666667,-1.5,-76.5,-3,5.072222222,,
203,reg,2018120911,ARI,DET,14,2018,-4.5,-41.16666667,-68.83333333,27.66666667,0.666666667,5.166666667,0.166666667,0.833333333,60,3.333333333,-4.183333333,,
204,reg,2018120913,OAK,PIT,14,2018,-5.833333333,-89.5,-110.1666667,20.66666667,1,-0.5,-0.666666667,0.666666667,18,-1.166666667,-1.119444444,,
205,reg,2018120912,DAL,PHI,14,2018,-1.166666667,-11,-30.33333333,19.33333333,1.166666667,13.33333333,-0.333333333,1,41.16666667,-1.166666667,0.216666667,,
206,reg,2018120901,CHI,LA,14,2018,-4.166666667,-93,-68.66666667,-24.33333333,1,0,0.5,0.833333333,38.5,-4.833333333,0.166666667,,
207,reg,2018121000,SEA,MIN,14,2018,3.833333333,50.83333333,-34.16666667,85,2.333333333,22,-1,-0.5,5,7.166666667,3.308333333,,
208,reg,2018121300,KC,LAC,15,2018,3.333333333,60.66666667,68,-7.333333333,1.666666667,6.333333333,0.833333333,-0.166666667,-10.33333333,-3.5,-0.716666667,,
209,reg,2018121500,NYJ,HOU,15,2018,-5.833333333,-107.3333333,-31.66666667,-75.66666667,0.5,2.333333333,1.166666667,1.166666667,47.83333333,1.166666667,-4.2,,
210,reg,2018121501,DEN,CLE,15,2018,-1,-23.83333333,-57,33.16666667,1.833333333,13.33333333,-0.833333333,2,96.83333333,6.833333333,-0.413888889,,
211,reg,2018121603,CHI,GB,15,2018,-0.333333333,-24.66666667,-14.33333333,-10.33333333,1.166666667,9.333333333,1.333333333,-0.666666667,-22.16666667,2.333333333,2.219444444,,
212,reg,2018121602,BUF,DET,15,2018,1.5,79,24.66666667,54.33333333,3,33.83333333,0.5,-1.166666667,-65.33333333,-4.333333333,0.405555556,,
213,reg,2018121601,BAL,TB,15,2018,-2.166666667,-37,-108.3333333,71.33333333,0,1.166666667,-0.666666667,-0.833333333,-24.66666667,3.666666667,1.411111111,,
214,reg,2018121600,ATL,ARI,15,2018,4,77,105.1666667,-28.16666667,-0.666666667,-7,0.5,-2.833333333,-146.1666667,0.833333333,1.177777778,,
215,reg,2018121604,CIN,OAK,15,2018,0.5,-1.333333333,-4.5,3.166666667,0.833333333,2.833333333,0.166666667,-0.166666667,-11,4.5,-4.963888889,,
216,reg,2018121608,NYG,TEN,15,2018,-1.833333333,-16.83333333,-5.166666667,-11.66666667,3.166666667,22.33333333,-0.333333333,0.5,10.33333333,-0.5,-1.894444444,,
217,reg,2018121607,MIN,MIA,15,2018,4,35.16666667,64.33333333,-29.16666667,-1.666666667,-15.5,0.833333333,-1.666666667,-66,2,-0.338888889,,
218,reg,2018121606,JAX,WAS,15,2018,1.666666667,1.333333333,-18.33333333,19.66666667,-0.666666667,-3.833333333,-0.5,-0.333333333,-17.66666667,0,4.858333333,,
219,reg,2018121605,IND,DAL,15,2018,1,10.33333333,35,-24.66666667,1.666666667,4.833333333,0,0.166666667,5.5,0.333333333,-3.95,,
220,reg,2018121609,SF,SEA,15,2018,-1.5,13.16666667,77.33333333,-64.16666667,1.5,18.66666667,0.666666667,0.666666667,-2.166666667,-5.166666667,-1.033333333,,
221,reg,2018121610,PIT,NE,15,2018,-0.5,-19.33333333,19.66666667,-39,-1.833333333,-6.666666667,1.333333333,-0.333333333,-16.33333333,-1.666666667,-1.455555556,,
222,reg,2018121611,LA,PHI,15,2018,2.833333333,53.83333333,37.16666667,16.66666667,2.166666667,25.5,0.166666667,-0.166666667,-0.166666667,2.333333333,-0.747222222,,
223,reg,2018121700,CAR,NO,15,2018,-1.5,3.5,13.33333333,-9.833333333,1.833333333,21.83333333,0.666666667,1.166666667,47,8.5,-2.130555556,,
224,reg,2018122200,TEN,WAS,16,2018,4,80,24.33333333,55.66666667,-2.5,-5.833333333,-0.666666667,-0.666666667,-36,0.666666667,2.172222222,,
225,reg,2018122201,LAC,BAL,16,2018,0.666666667,25.5,115.1666667,-89.66666667,-0.333333333,2.833333333,-0.166666667,-0.166666667,-18.66666667,-2,-1.725,,
226,reg,2018122305,CLE,CIN,16,2018,2,71.5,77.33333333,-5.833333333,-2.333333333,-18,0.333333333,-1.333333333,-52.66666667,-4.333333333,0.019444444,,
227,reg,2018122306,DAL,TB,16,2018,0,9.166666667,-16.66666667,25.83333333,-0.666666667,-3.333333333,-0.833333333,-0.5,-9,6.5,5.169444444,,
228,reg,2018122307,DET,MIN,16,2018,0.333333333,-25.16666667,-21.33333333,-3.833333333,0.5,5.333333333,-0.166666667,1.666666667,82,0.666666667,2.308333333,,
229,reg,2018122308,NE,BUF,16,2018,1.833333333,56.33333333,99.16666667,-42.83333333,-0.666666667,-16.33333333,-1.333333333,-0.333333333,1.833333333,5.166666667,-1.977777778,,
230,reg,2018122309,NYJ,GB,16,2018,-2.833333333,-45.5,-30.83333333,-14.66666667,1,13,1.333333333,0.166666667,13.66666667,5.333333333,0.372222222,,
231,reg,2018122310,PHI,HOU,16,2018,-0.666666667,-4.333333333,47.33333333,-51.66666667,-0.833333333,-12.83333333,0.666666667,-0.833333333,-33.66666667,5.333333333,-1.791666667,,
232,reg,2018122304,CAR,ATL,16,2018,0,29.5,-3.833333333,33.33333333,-0.166666667,4.666666667,0.166666667,0.166666667,-0.333333333,1.333333333,0.641666667,,
233,reg,2018122300,IND,NYG,16,2018,5.166666667,41.83333333,80.33333333,-38.5,-1.5,-12.66666667,0.5,-1.5,-55.33333333,2.166666667,1.544444444,,
234,reg,2018122302,MIA,JAX,16,2018,-2.666666667,-15.5,0.166666667,-15.66666667,-1.833333333,-16.5,-0.666666667,0.333333333,-12.66666667,-10.66666667,-4.238888889,,
235,reg,2018122311,ARI,LA,16,2018,-6,-136.8333333,-139,2.166666667,-1.166666667,-12,-0.5,3.5,165.1666667,-1.666666667,0.527777778,,
236,reg,2018122312,SF,CHI,16,2018,1.833333333,56.16666667,55,1.166666667,3.5,38.33333333,-0.333333333,0.166666667,0.333333333,1.666666667,-1.563888889,,
237,reg,2018122313,NO,PIT,16,2018,-1,-28.66666667,-92.83333333,64.16666667,1.666666667,14.33333333,-0.833333333,-0.666666667,-24.16666667,-2.333333333,3.594444444,,
238,reg,2018122314,SEA,KC,16,2018,-3.333333333,-66.83333333,-131.5,64.66666667,-2.5,-13.66666667,-0.833333333,1.166666667,83.5,8,1.991666667,,
239,reg,2018122400,OAK,DEN,16,2018,-0.5,16.33333333,21.83333333,-5.5,-0.666666667,12.83333333,0.666666667,-0.333333333,-23,-4,2.930555556,,
240,reg,2018123001,BUF,MIA,17,2018,5.333333333,98.5,60,38.5,-0.5,-12.16666667,0.5,-1,-49.16666667,3.5,4.138888889,,
241,reg,2018123010,TB,ATL,17,2018,2.666666667,13.83333333,22,-8.166666667,2,13,-0.166666667,0,-13.33333333,-3.666666667,3.175,,
242,reg,2018123008,NYG,DAL,17,2018,-2.833333333,3,-9.666666667,12.66666667,0.833333333,-3.833333333,0,1.5,54.66666667,-1.333333333,-4.283333333,,
243,reg,2018123007,NO,CAR,17,2018,-2,-55.83333333,-42.66666667,-13.16666667,0.666666667,1.166666667,-1,-0.333333333,-0.333333333,1.833333333,0.205555556,,
244,reg,2018123006,NE,NYJ,17,2018,5,113.1666667,57.66666667,55.5,-1,-16.16666667,-0.333333333,-0.166666667,-4.833333333,0,4.122222222,,
245,reg,2018123003,HOU,JAX,17,2018,5,110,116.1666667,-6.166666667,-2.833333333,-30.83333333,-0.666666667,-2.166666667,-117.1666667,-7,-2.083333333,,
246,reg,2018123002,GB,DET,17,2018,3.333333333,65.83333333,72.33333333,-6.5,1.166666667,-0.5,-0.333333333,-1,-48,-3.333333333,-1.361111111,,
247,reg,2018123012,WAS,PHI,17,2018,-3.666666667,-76.66666667,-100.8333333,24.16666667,1.5,5.5,0.333333333,1.833333333,89.16666667,0,-1.336111111,,
248,reg,2018123013,DEN,LAC,17,2018,-4.5,-53.16666667,-65.16666667,12,1,-5,-0.5,1.833333333,101.3333333,1.333333333,-4.3,,
249,reg,2018123004,KC,OAK,17,2018,6.166666667,93.33333333,81.5,11.83333333,2.333333333,16.5,0.333333333,-1.666666667,-63.66666667,2.666666667,-1.038888889,,
250,reg,2018123005,MIN,CHI,17,2018,-1.833333333,16.16666667,30,-13.83333333,1,18.5,-1,0.333333333,13.83333333,1.666666667,-3.602777778,,
251,reg,2018123000,BAL,CLE,17,2018,2.5,-18.33333333,-116.5,98.16666667,0.666666667,9.666666667,-0.166666667,-0.333333333,-10.5,0.833333333,6.658333333,,
252,reg,2018123014,LA,SF,17,2018,3,25,-10.66666667,35.66666667,-1.833333333,-8.5,0.333333333,-1.666666667,-49.66666667,5.5,-0.125,,
253,reg,2018123009,PIT,CIN,17,2018,4.833333333,98.83333333,144.8333333,-46,-3.833333333,-24.5,1.166666667,-1.333333333,-47.5,-2.166666667,0.688888889,,
254,reg,2018123015,SEA,ARI,17,2018,6.166666667,114.6666667,50.5,64.16666667,0.166666667,3.5,-0.833333333,-1.666666667,-83.16666667,-0.333333333,6.011111111,,
255,reg,2018123011,TEN,IND,17,2018,-5.333333333,-46,-106.3333333,60.33333333,-1.5,-1.333333333,-0.5,1.166666667,51.33333333,0.166666667,-0.791666667,,
